"hit","align.length","mismatch","indel","unalign.length","total.miss"
"40_1",65,4,0,0,"4"
"67_31",65,1,0,0,"1"
"33_57",65,0,0,0,"0"
"51_43",65,2,0,0,"2"
"17_51",65,0,0,0,"0"
"38_17",65,2,0,0,"2"
"20_21",65,0,0,0,"0"
"17_31",65,3,0,0,"3"
"67_23",65,0,0,0,"0"
"24_6",65,1,0,0,"1"
"33_83",65,1,0,0,"1"
"62_1",65,1,0,0,"1"
"77_14",65,0,0,0,"0"
"38_61",65,3,0,0,"3"
"91_17",65,0,0,0,"0"
"42_32",65,1,0,0,"1"
"39_43",65,1,0,0,"1"
"16_86",65,1,0,0,"1"
"59_59",65,0,0,0,"0"
"56_40",65,0,0,0,"0"
"52_16",65,0,0,0,"0"
"90_40",65,2,0,0,"2"
"79_4",65,2,0,0,"2"
"34_41",65,4,0,0,"4"
"24_17",65,0,0,0,"0"
"40_53",65,1,0,0,"1"
"91_65",63,6,0,2,"8"
"42_3",65,0,0,0,"0"
"47_2",63,3,0,2,"5"
"42_2",65,0,0,0,"0"
"22_65",65,0,0,0,"0"
"55_17",65,0,0,0,"0"
"40_45",65,0,0,0,"0"
"57_35",65,2,0,0,"2"
"62_2",65,0,0,0,"0"
"43_3",65,0,0,0,"0"
"4_62",65,0,0,0,"0"
"43_3",65,0,0,0,"0"
"76_60",65,0,0,0,"0"
"67_3",65,1,0,0,"1"
"57_44",65,2,0,0,"2"
"35_78",65,0,0,0,"0"
"40_78",65,0,0,0,"0"
"6_17",65,1,0,0,"1"
"65_23",65,2,0,0,"2"
"17_41",65,0,0,0,"0"
"34_34",65,2,0,0,"2"
"84_85",63,0,0,2,"2"
"90_40",65,0,0,0,"0"
"44_43",65,0,0,0,"0"
"40_1",63,1,0,2,"3"
"1_27",65,1,0,0,"1"
"79_77",65,1,0,0,"1"
"43_6",65,0,0,0,"0"
"44_16",65,1,0,0,"1"
"53_73",65,3,0,0,"3"
"77_39",65,0,0,0,"0"
"90_91",65,1,0,0,"1"
"43_40",65,1,0,0,"1"
"24_91",65,2,0,0,"2"
"53_44",65,0,0,0,"0"
"40_66",65,0,0,0,"0"
"64_59",65,1,0,0,"1"
"90_77",65,1,0,0,"1"
"84_90",65,0,0,0,"0"
"47_17",65,1,0,0,"1"
"16_88",65,3,0,0,"3"
"41_49",65,0,0,0,"0"
"65_3",65,0,0,0,"0"
"48_9",62,12,0,3,">=10"
"7_40",65,3,0,0,"3"
"65_44",65,5,0,0,"5"
"64_43",65,5,0,0,"5"
"79_66",65,0,0,0,"0"
"79_90",65,0,0,0,"0"
"40_90",63,7,0,2,"9"
"24_33",65,1,0,0,"1"
"48_20",65,1,0,0,"1"
"16_21",65,0,0,0,"0"
"24_16",65,0,0,0,"0"
"17_89",65,0,0,0,"0"
"32_4",65,0,0,0,"0"
"84_90",65,2,0,0,"2"
"62_77",65,0,1,0,"1"
"16_46",65,0,0,0,"0"
"41_37",65,2,0,0,"2"
"1_38",65,0,0,0,"0"
"54_43",65,0,0,0,"0"
"91_42",65,1,1,0,"2"
"16_59",65,1,0,0,"1"
"38_77",65,1,0,0,"1"
"24_44",65,0,0,0,"0"
"91_36",65,1,0,0,"1"
"44_15",65,0,0,0,"0"
"52_32",65,1,0,0,"1"
"37_7",64,7,0,1,"8"
"43_6",65,1,0,0,"1"
"16_61",65,1,0,0,"1"
"34_62",65,2,0,0,"2"
"10_3",65,1,0,0,"1"
"60_43",65,0,0,0,"0"
"1_16",65,1,0,0,"1"
"52_62",65,1,0,0,"1"
"40_66",65,1,0,0,"1"
"32_55",63,9,0,2,">=10"
"34_73",65,0,0,0,"0"
"51_39",63,5,0,2,"7"
"22_6",65,0,0,0,"0"
"34_24",65,6,0,0,"6"
"1_79",65,2,0,0,"2"
"1_38",65,1,0,0,"1"
"51_31",65,2,0,0,"2"
"79_37",65,1,0,0,"1"
"45_42",64,2,0,1,"3"
"41_62",65,4,0,0,"4"
"52_59",65,0,0,0,"0"
"52_40",65,3,0,0,"3"
"34_88",65,4,0,0,"4"
"39_67",65,0,0,0,"0"
"16_25",65,1,0,0,"1"
"45_40",65,0,0,0,"0"
"79_16",65,1,0,0,"1"
"63_26",65,1,0,0,"1"
"1_43",65,0,0,0,"0"
"43_17",65,0,0,0,"0"
"61_60",65,2,1,0,"3"
"59_46",62,0,0,3,"3"
"82_33",65,0,0,0,"0"
"37_79",63,0,0,2,"2"
"70_20",65,0,1,0,"1"
"79_90",65,0,0,0,"0"
"6_60",65,4,0,0,"4"
"31_16",65,0,0,0,"0"
"56_34",65,0,0,0,"0"
"43_60",63,0,0,2,"2"
"21_16",65,0,0,0,"0"
"65_44",65,4,0,0,"4"
"16_23",65,0,0,0,"0"
"79_16",65,4,0,0,"4"
"61_59",65,0,0,0,"0"
"40_79",65,0,0,0,"0"
"34_8",65,0,0,0,"0"
"90_85",65,1,0,0,"1"
"67_63",65,1,1,0,"2"
"43_59",65,3,0,0,"3"
"60_4",65,0,0,0,"0"
"5_78",65,0,0,0,"0"
"34_24",65,5,0,0,"5"
"1_33",65,1,0,0,"1"
"33_9",65,2,0,0,"2"
"1_90",61,7,2,4,">=10"
"63_44",65,1,0,0,"1"
"43_39",65,0,0,0,"0"
"79_44",65,0,0,0,"0"
"78_20",65,0,0,0,"0"
"65_57",65,1,0,0,"1"
"6_79",65,0,0,0,"0"
"77_26",65,0,0,0,"0"
"32_40",65,0,0,0,"0"
"23_32",65,0,0,0,"0"
"37_79",65,0,0,0,"0"
"34_40",65,0,0,0,"0"
"57_89",65,4,0,0,"4"
"63_56",65,1,0,0,"1"
"25_19",65,0,0,0,"0"
"20_90",65,0,0,0,"0"
"24_63",65,0,0,0,"0"
"52_65",65,1,0,0,"1"
"24_42",65,0,0,0,"0"
"35_46",65,0,0,0,"0"
"43_91",65,0,0,0,"0"
"39_38",65,1,0,0,"1"
"60_61",65,0,0,0,"0"
"1_79",65,2,0,0,"2"
"54_17",65,1,0,0,"1"
"85_3",65,1,1,0,"2"
"79_67",65,0,0,0,"0"
"17_77",65,0,0,0,"0"
"36_91",65,0,0,0,"0"
"48_42",65,2,0,0,"2"
"49_82",65,2,0,0,"2"
"91_44",65,1,0,0,"1"
"44_43",65,6,0,0,"6"
"53_65",62,0,0,3,"3"
"44_64",65,8,0,0,"8"
"40_3",65,1,0,0,"1"
"5_17",65,1,0,0,"1"
"20_41",65,1,0,0,"1"
"45_78",65,0,0,0,"0"
"62_40",65,0,0,0,"0"
"78_43",65,0,0,0,"0"
"14_22",65,0,0,0,"0"
"91_78",65,1,0,0,"1"
"46_87",66,0,1,0,"1"
"90_50",65,0,0,0,"0"
"16_42",65,1,0,0,"1"
"24_54",65,2,0,0,"2"
"65_44",65,0,0,0,"0"
"43_41",65,0,0,0,"0"
"36_18",65,0,0,0,"0"
"63_60",65,2,0,0,"2"
"24_44",65,0,0,0,"0"
"21_58",65,0,0,0,"0"
"34_74",66,1,1,0,"2"
"82_42",65,0,0,0,"0"
"48_1",65,0,0,0,"0"
"37_17",65,5,0,0,"5"
"48_43",65,2,0,0,"2"
"65_51",65,0,0,0,"0"
"45_37",65,2,0,0,"2"
"38_44",65,1,0,0,"1"
"90_63",65,1,0,0,"1"
"4_62",65,0,0,0,"0"
"22_66",64,5,0,1,"6"
"40_34",63,4,0,2,"6"
"23_37",65,0,0,0,"0"
"49_42",65,1,0,0,"1"
"44_88",65,1,1,0,"2"
"53_20",65,1,0,0,"1"
"50_67",65,0,0,0,"0"
"55_91",65,0,0,0,"0"
"84_44",65,0,0,0,"0"
"45_90",65,3,0,0,"3"
"44_4",65,4,0,0,"4"
"16_32",65,1,0,0,"1"
"64_91",65,9,0,0,"9"
"62_68",65,1,0,0,"1"
"48_64",65,0,0,0,"0"
"63_47",65,1,0,0,"1"
"24_47",65,0,0,0,"0"
"16_3",65,0,0,0,"0"
"24_24",65,0,0,0,"0"
"39_37",65,0,0,0,"0"
"40_50",65,2,0,0,"2"
"35_59",62,6,0,3,"9"
"78_40",65,0,0,0,"0"
"40_42",65,0,0,0,"0"
"79_90",65,0,0,0,"0"
"44_37",65,1,0,0,"1"
"60_2",65,0,0,0,"0"
"75_65",65,0,0,0,"0"
"36_40",65,0,1,0,"1"
"66_78",65,0,0,0,"0"
"60_77",65,0,0,0,"0"
"78_40",65,0,0,0,"0"
"6_6",65,3,0,0,"3"
"44_4",65,3,1,0,"4"
"90_44",65,0,0,0,"0"
"24_77",65,0,0,0,"0"
"88_5",65,0,0,0,"0"
"90_1",65,0,0,0,"0"
"40_2",65,0,0,0,"0"
"31_32",65,0,0,0,"0"
"1_34",65,0,0,0,"0"
"45_17",65,0,0,0,"0"
"77_3",65,0,0,0,"0"
"79_63",65,0,0,0,"0"
"34_66",65,1,0,0,"1"
"16_30",65,1,0,0,"1"
"4_86",65,2,0,0,"2"
"36_40",65,2,0,0,"2"
"65_82",65,5,0,0,"5"
"34_10",65,0,0,0,"0"
"63_34",65,3,0,0,"3"
"57_64",65,1,0,0,"1"
"23_88",65,0,0,0,"0"
"79_6",65,0,0,0,"0"
"17_78",65,1,0,0,"1"
"51_79",65,0,0,0,"0"
"66_54",65,3,1,0,"4"
"49_40",65,1,0,0,"1"
"90_6",65,0,0,0,"0"
"75_39",65,2,0,0,"2"
"31_58",65,0,0,0,"0"
"32_41",65,3,1,0,"4"
"42_50",65,1,0,0,"1"
"40_82",65,0,0,0,"0"
"35_43",65,2,0,0,"2"
"45_40",65,3,0,0,"3"
"61_1",65,0,0,0,"0"
"2_61",65,0,0,0,"0"
"43_74",65,0,1,0,"1"
"80_42",65,2,0,0,"2"
"40_40",65,1,0,0,"1"
"17_91",65,1,0,0,"1"
"43_43",65,0,1,0,"1"
"40_37",65,0,0,0,"0"
"31_32",65,9,0,0,"9"
"48_88",65,4,0,0,"4"
"49_43",65,1,0,0,"1"
"16_11",65,0,0,0,"0"
"51_4",65,0,0,0,"0"
"47_74",65,0,0,0,"0"
"62_56",62,7,0,3,">=10"
"23_62",65,1,0,0,"1"
"21_34",65,0,0,0,"0"
"45_50",65,1,0,0,"1"
"38_44",65,1,0,0,"1"
"39_88",65,0,0,0,"0"
"16_76",65,0,0,0,"0"
"90_65",65,0,0,0,"0"
"87_24",65,0,1,0,"1"
"54_81",65,0,0,0,"0"
"57_62",65,0,0,0,"0"
"39_58",65,1,0,0,"1"
"24_43",65,1,0,0,"1"
"53_16",65,0,0,0,"0"
"89_43",65,0,0,0,"0"
"34_42",65,0,0,0,"0"
"50_40",65,0,0,0,"0"
"61_42",65,2,0,0,"2"
"64_67",65,0,2,0,"2"
"1_58",65,0,0,0,"0"
"40_65",65,1,0,0,"1"
"39_54",65,0,0,0,"0"
"77_70",65,9,1,0,">=10"
"17_58",65,1,0,0,"1"
"39_59",65,3,0,0,"3"
"40_37",65,0,0,0,"0"
"59_40",65,1,0,0,"1"
"77_59",65,0,0,0,"0"
"1_90",65,1,0,0,"1"
"85_54",65,0,0,0,"0"
"41_45",65,0,0,0,"0"
"62_40",65,0,0,0,"0"
"78_54",65,2,0,0,"2"
"16_39",65,1,0,0,"1"
"46_38",65,0,0,0,"0"
"2_42",65,2,0,0,"2"
"39_86",65,0,0,0,"0"
"35_4",65,1,1,0,"2"
"43_78",65,3,0,0,"3"
"45_44",65,0,0,0,"0"
"20_90",65,10,0,0,">=10"
"40_42",65,1,0,0,"1"
"14_6",65,0,0,0,"0"
"35_76",65,0,0,0,"0"
"45_90",65,0,0,0,"0"
"40_66",65,1,0,0,"1"
"24_78",65,0,0,0,"0"
"59_44",65,0,0,0,"0"
"20_40",65,0,0,0,"0"
"91_1",65,0,0,0,"0"
"6_50",65,0,0,0,"0"
"5_89",65,3,0,0,"3"
"34_79",65,1,0,0,"1"
"40_80",65,2,0,0,"2"
"39_77",65,1,0,0,"1"
"61_60",65,1,1,0,"2"
"43_62",65,0,0,0,"0"
"35_90",65,0,0,0,"0"
"64_39",63,4,0,2,"6"
"56_56",65,0,0,0,"0"
"65_44",65,0,0,0,"0"
"55_50",65,0,0,0,"0"
"49_40",65,0,0,0,"0"
"25_44",65,0,0,0,"0"
"77_44",65,4,0,0,"4"
"83_61",65,3,0,0,"3"
"10_3",65,3,0,0,"3"
"45_40",65,1,0,0,"1"
"1_62",65,0,0,0,"0"
"32_78",65,0,0,0,"0"
"14_33",65,0,0,0,"0"
"46_90",65,0,0,0,"0"
"37_39",63,3,1,2,"6"
"54_77",65,5,0,0,"5"
"56_22",65,0,0,0,"0"
"49_37",65,1,0,0,"1"
"42_4",65,0,0,0,"0"
"33_40",65,0,0,0,"0"
"24_49",65,0,0,0,"0"
"59_45",65,7,0,0,"7"
"20_10",65,6,0,0,"6"
"48_33",65,1,0,0,"1"
"33_33",65,2,0,0,"2"
"79_5",65,0,0,0,"0"
"79_52",65,0,0,0,"0"
"65_89",65,0,0,0,"0"
"52_51",65,0,0,0,"0"
"38_22",65,0,0,0,"0"
"48_52",65,1,0,0,"1"
"56_77",65,6,0,0,"6"
"32_84",65,2,0,0,"2"
"91_50",65,0,0,0,"0"
"44_84",63,5,0,2,"7"
"31_58",65,0,0,0,"0"
"40_78",65,1,0,0,"1"
"39_17",65,0,0,0,"0"
"43_57",65,0,0,0,"0"
"16_81",65,0,0,0,"0"
"67_47",65,0,0,0,"0"
"47_22",65,0,1,0,"1"
"53_41",65,7,0,0,"7"
"16_11",65,0,0,0,"0"
"40_91",65,3,0,0,"3"
"32_34",65,1,0,0,"1"
"33_26",65,0,0,0,"0"
"56_78",65,0,0,0,"0"
"44_43",65,13,0,0,">=10"
"49_47",65,2,0,0,"2"
"37_78",65,0,0,0,"0"
"43_44",63,4,0,2,"6"
"65_32",65,0,0,0,"0"
"66_49",65,2,0,0,"2"
"79_42",65,0,0,0,"0"
"16_70",65,0,0,0,"0"
"75_86",65,0,0,0,"0"
"6_3",65,0,0,0,"0"
"40_42",65,2,0,0,"2"
"60_49",65,0,0,0,"0"
"61_59",61,2,0,4,"6"
"79_90",65,1,0,0,"1"
"34_32",63,6,0,2,"8"
"36_37",65,0,0,0,"0"
"1_58",65,0,0,0,"0"
"46_38",65,2,0,0,"2"
"83_22",65,7,0,0,"7"
"35_91",65,0,0,0,"0"
"77_78",64,2,0,1,"3"
"41_47",65,0,0,0,"0"
"16_52",65,0,0,0,"0"
"41_44",65,0,0,0,"0"
"62_2",65,0,0,0,"0"
"53_40",65,0,0,0,"0"
"50_67",65,0,0,0,"0"
"17_16",65,0,0,0,"0"
"24_6",65,3,0,0,"3"
"60_56",64,5,0,1,"6"
"23_23",65,0,0,0,"0"
"43_38",65,2,0,0,"2"
"51_1",65,1,0,0,"1"
"2_40",65,1,0,0,"1"
"6_5",65,2,0,0,"2"
"43_41",65,5,0,0,"5"
"17_33",65,0,0,0,"0"
"89_16",65,0,0,0,"0"
"78_43",65,4,0,0,"4"
"46_61",65,1,0,0,"1"
"67_19",65,0,0,0,"0"
"16_43",65,4,0,0,"4"
"31_44",65,3,0,0,"3"
"55_10",65,1,0,0,"1"
"78_17",65,0,0,0,"0"
"4_14",65,0,0,0,"0"
"63_91",65,3,0,0,"3"
"60_38",65,2,0,0,"2"
"23_59",65,2,0,0,"2"
"87_38",65,1,0,0,"1"
"6_79",65,1,0,0,"1"
"40_91",65,0,0,0,"0"
"54_40",65,2,0,0,"2"
"45_52",65,0,0,0,"0"
"77_90",65,2,0,0,"2"
"4_63",65,1,0,0,"1"
"43_38",65,3,0,0,"3"
"56_86",65,0,0,0,"0"
"77_80",65,0,0,0,"0"
"90_14",65,0,0,0,"0"
"35_79",64,2,0,1,"3"
"4_78",65,1,0,0,"1"
"20_66",65,0,0,0,"0"
"87_52",65,4,1,0,"5"
"43_3",61,3,0,4,"7"
"62_79",65,5,0,0,"5"
"86_90",65,2,0,0,"2"
"41_16",65,0,0,0,"0"
"52_49",65,2,0,0,"2"
"50_1",65,0,0,0,"0"
"66_2",65,0,0,0,"0"
"5_40",65,0,0,0,"0"
"35_16",65,1,0,0,"1"
"41_56",65,1,1,0,"2"
"60_60",65,1,0,0,"1"
"82_76",65,0,0,0,"0"
"38_42",64,8,0,1,"9"
"41_65",65,0,0,0,"0"
"42_40",65,1,0,0,"1"
"53_25",65,6,0,0,"6"
"53_15",65,0,0,0,"0"
"33_77",65,1,0,0,"1"
"44_65",65,0,0,0,"0"
"33_44",65,0,0,0,"0"
"34_88",65,0,0,0,"0"
"34_46",65,0,0,0,"0"
"23_43",65,2,0,0,"2"
"64_43",65,0,0,0,"0"
"79_41",65,0,0,0,"0"
"7_65",65,0,0,0,"0"
"77_61",65,2,0,0,"2"
"90_57",64,0,0,1,"1"
"46_49",64,11,0,1,">=10"
"40_79",62,2,0,3,"5"
"39_35",65,1,0,0,"1"
"60_38",65,3,0,0,"3"
"23_24",65,0,0,0,"0"
"89_56",65,0,0,0,"0"
"40_80",63,0,0,2,"2"
"53_64",65,1,0,0,"1"
"78_1",65,2,0,0,"2"
"32_60",65,0,0,0,"0"
"40_6",65,0,0,0,"0"
"35_39",65,0,0,0,"0"
"45_78",65,5,0,0,"5"
"53_40",65,0,0,0,"0"
"1_8",65,0,0,0,"0"
"77_24",65,0,0,0,"0"
"33_82",65,0,0,0,"0"
"44_40",62,6,0,3,"9"
"52_31",62,9,0,3,">=10"
"18_42",65,0,0,0,"0"
"46_50",65,1,0,0,"1"
"43_61",65,1,0,0,"1"
"79_39",65,0,0,0,"0"
"85_54",65,0,0,0,"0"
"51_32",65,0,0,0,"0"
"62_68",65,0,0,0,"0"
"91_2",63,5,0,2,"7"
"20_32",65,0,0,0,"0"
"39_52",63,6,0,2,"8"
"16_77",65,4,0,0,"4"
"6_38",65,1,0,0,"1"
"50_30",65,0,1,0,"1"
"39_31",65,2,0,0,"2"
"89_17",65,2,0,0,"2"
"48_42",64,7,0,1,"8"
"63_85",65,0,1,0,"1"
"82_39",65,7,0,0,"7"
"16_42",65,0,0,0,"0"
"33_15",65,0,0,0,"0"
"40_79",65,0,0,0,"0"
"49_90",63,7,0,2,"9"
"40_65",65,0,1,0,"1"
"24_40",65,0,0,0,"0"
"55_38",65,1,0,0,"1"
"17_16",65,0,0,0,"0"
"49_30",65,0,0,0,"0"
"80_82",65,0,0,0,"0"
"59_50",65,1,0,0,"1"
"77_40",65,0,0,0,"0"
"40_78",65,3,0,0,"3"
"67_46",63,2,0,2,"4"
"44_51",65,2,0,0,"2"
"42_4",65,2,0,0,"2"
"52_78",65,0,0,0,"0"
"45_55",65,0,0,0,"0"
"64_20",65,0,0,0,"0"
"45_44",65,1,0,0,"1"
"88_39",65,2,0,0,"2"
"59_44",65,0,0,0,"0"
"53_25",65,6,0,0,"6"
"37_91",65,1,0,0,"1"
"40_39",65,4,1,0,"5"
"57_39",65,0,2,0,"2"
"39_16",65,0,0,0,"0"
"64_73",65,9,0,0,"9"
"62_40",65,1,0,0,"1"
"20_40",65,1,0,0,"1"
"50_91",65,2,0,0,"2"
"41_39",65,0,0,0,"0"
"67_2",65,1,0,0,"1"
"49_77",65,0,0,0,"0"
"82_6",63,4,0,2,"6"
"43_17",65,0,0,0,"0"
"86_77",65,0,1,0,"1"
"81_78",65,2,0,0,"2"
"40_78",65,1,0,0,"1"
"52_24",65,4,0,0,"4"
"32_39",61,8,0,4,">=10"
"64_3",65,0,2,0,"2"
"46_53",65,0,0,0,"0"
"50_66",65,0,0,0,"0"
"42_3",65,0,0,0,"0"
"39_78",65,0,0,0,"0"
"52_61",65,3,0,0,"3"
"2_40",65,3,0,0,"3"
"39_33",65,0,0,0,"0"
"60_21",65,1,0,0,"1"
"78_59",65,1,0,0,"1"
"40_40",64,7,0,1,"8"
"24_43",65,0,0,0,"0"
"59_43",65,0,0,0,"0"
"23_61",65,0,0,0,"0"
"55_48",65,0,0,0,"0"
"23_59",65,0,0,0,"0"
"88_47",65,0,0,0,"0"
"43_41",65,0,0,0,"0"
"39_35",65,5,0,0,"5"
"79_2",65,0,0,0,"0"
"34_53",65,0,0,0,"0"
"64_2",65,1,0,0,"1"
"32_39",61,6,0,4,">=10"
"33_16",65,0,0,0,"0"
"37_79",63,5,0,2,"7"
"32_40",65,1,0,0,"1"
"38_39",65,7,0,0,"7"
"31_24",65,4,0,0,"4"
"43_56",65,0,0,0,"0"
"26_65",65,0,0,0,"0"
"15_3",65,8,0,0,"8"
"21_33",65,0,0,0,"0"
"45_14",65,1,0,0,"1"
"84_20",65,0,0,0,"0"
"37_42",65,1,0,0,"1"
"53_49",65,0,0,0,"0"
"76_89",65,4,0,0,"4"
"31_5",65,1,0,0,"1"
"33_33",65,1,0,0,"1"
"49_79",65,2,0,0,"2"
"67_50",64,4,0,1,"5"
"45_86",65,3,0,0,"3"
"65_91",65,0,0,0,"0"
"24_3",65,0,0,0,"0"
"65_40",65,0,0,0,"0"
"32_47",65,0,0,0,"0"
"19_56",65,1,0,0,"1"
"43_41",65,0,0,0,"0"
"60_89",65,2,0,0,"2"
"16_43",65,0,0,0,"0"
"43_44",65,4,0,0,"4"
"31_43",65,0,0,0,"0"
"53_55",65,2,0,0,"2"
"89_17",65,1,0,0,"1"
"7_76",65,5,0,0,"5"
"17_84",65,2,1,0,"3"
"44_40",65,0,0,0,"0"
"32_59",65,1,0,0,"1"
"17_18",65,1,1,0,"2"
"17_18",65,0,1,0,"1"
"67_57",65,0,0,0,"0"
"50_51",61,4,0,4,"8"
"34_20",65,2,1,0,"3"
"44_39",65,0,0,0,"0"
"91_91",65,0,0,0,"0"
"67_58",65,1,0,0,"1"
"16_84",65,1,0,0,"1"
"43_41",64,5,0,1,"6"
"41_34",65,0,0,0,"0"
"10_63",65,0,0,0,"0"
"76_51",65,3,0,0,"3"
"17_69",63,4,0,2,"6"
"79_42",65,2,0,0,"2"
"21_37",64,6,0,1,"7"
"20_21",65,0,0,0,"0"
"62_44",65,0,0,0,"0"
"18_64",65,1,0,0,"1"
"80_23",65,2,1,0,"3"
"1_3",65,7,0,0,"7"
"16_70",65,3,0,0,"3"
"59_85",65,0,0,0,"0"
"23_63",65,2,0,0,"2"
"41_59",65,0,0,0,"0"
"65_39",65,0,0,0,"0"
"32_37",65,2,0,0,"2"
"31_89",62,2,0,3,"5"
"53_40",65,0,0,0,"0"
"39_42",65,0,0,0,"0"
"76_42",65,1,0,0,"1"
"39_83",65,1,0,0,"1"
"42_35",65,5,0,0,"5"
"43_90",65,1,0,0,"1"
"22_91",65,3,0,0,"3"
"33_16",65,2,0,0,"2"
"59_59",63,7,0,2,"9"
"34_78",65,0,0,0,"0"
"50_2",65,0,0,0,"0"
"79_35",65,0,1,0,"1"
"34_65",65,6,0,0,"6"
"65_87",65,1,1,0,"2"
"36_14",65,1,0,0,"1"
"49_80",65,5,0,0,"5"
"79_84",65,0,0,0,"0"
"17_88",65,1,0,0,"1"
"54_42",65,0,0,0,"0"
"1_40",63,6,0,2,"8"
"65_40",65,0,0,0,"0"
"35_90",64,6,0,1,"7"
"36_59",65,0,0,0,"0"
"21_83",65,0,0,0,"0"
"24_86",63,2,0,2,"4"
"23_48",65,2,0,0,"2"
"23_17",65,1,0,0,"1"
"60_77",63,4,1,2,"7"
"77_72",65,0,1,0,"1"
"65_79",63,0,0,2,"2"
"22_80",65,2,1,0,"3"
"41_1",65,0,0,0,"0"
"34_7",65,6,1,0,"7"
"79_3",65,1,0,0,"1"
"64_60",65,1,0,0,"1"
"34_40",65,0,0,0,"0"
"16_44",65,9,0,0,"9"
"44_76",65,0,0,0,"0"
"1_78",65,0,0,0,"0"
"50_64",65,0,0,0,"0"
"40_43",65,1,0,0,"1"
"67_42",65,1,0,0,"1"
"16_11",65,3,0,0,"3"
"77_66",65,0,0,0,"0"
"63_54",65,0,1,0,"1"
"42_2",65,0,0,0,"0"
"62_35",65,0,0,0,"0"
"43_41",65,1,0,0,"1"
"66_4",65,0,0,0,"0"
"67_43",64,8,0,1,"9"
"90_47",65,0,0,0,"0"
"79_63",65,0,0,0,"0"
"43_41",65,4,0,0,"4"
"34_91",65,0,0,0,"0"
"52_45",65,1,0,0,"1"
"62_1",65,0,0,0,"0"
"65_44",65,1,0,0,"1"
"63_40",65,0,0,0,"0"
"62_2",65,3,0,0,"3"
"1_56",64,0,0,1,"1"
"63_65",65,0,0,0,"0"
"15_67",65,6,0,0,"6"
"77_20",65,0,0,0,"0"
"40_77",65,2,0,0,"2"
"44_16",65,3,0,0,"3"
"23_23",65,3,0,0,"3"
"35_24",65,0,0,0,"0"
"55_77",65,1,0,0,"1"
"67_45",65,0,1,0,"1"
"60_52",61,9,0,4,">=10"
"65_41",65,0,0,0,"0"
"28_32",65,1,0,0,"1"
"54_78",65,0,0,0,"0"
"78_21",65,0,0,0,"0"
"48_79",63,4,0,2,"6"
"48_5",65,2,0,0,"2"
"20_34",65,0,0,0,"0"
"90_47",65,0,0,0,"0"
"31_90",65,1,0,0,"1"
"43_40",61,9,0,4,">=10"
"45_78",65,0,0,0,"0"
"23_31",65,0,0,0,"0"
"64_51",65,3,0,0,"3"
"20_4",65,2,0,0,"2"
"21_54",65,2,0,0,"2"
"2_90",65,0,0,0,"0"
"65_31",65,0,0,0,"0"
"21_84",65,4,1,0,"5"
"38_55",65,0,0,0,"0"
"31_55",65,0,0,0,"0"
"67_65",65,3,0,0,"3"
"23_40",65,1,0,0,"1"
"90_14",65,0,0,0,"0"
"40_1",65,5,0,0,"5"
"59_88",65,1,0,0,"1"
"78_91",65,3,0,0,"3"
"51_55",65,0,0,0,"0"
"20_37",65,0,0,0,"0"
"50_22",61,4,0,4,"8"
"44_81",65,2,1,0,"3"
"27_53",61,6,0,4,">=10"
"40_44",65,2,0,0,"2"
"41_16",65,0,0,0,"0"
"39_16",65,3,0,0,"3"
"17_78",65,0,0,0,"0"
"77_45",65,0,1,0,"1"
"24_40",65,0,0,0,"0"
"32_40",65,1,0,0,"1"
"41_24",65,0,0,0,"0"
"16_83",65,1,0,0,"1"
"42_70",65,0,1,0,"1"
"22_37",65,7,0,0,"7"
"50_53",65,2,1,0,"3"
"46_43",65,0,0,0,"0"
"16_84",65,1,0,0,"1"
"46_36",65,0,0,0,"0"
"53_38",65,0,0,0,"0"
"43_38",65,2,0,0,"2"
"1_34",65,10,0,0,">=10"
"53_52",65,0,0,0,"0"
"24_54",65,0,0,0,"0"
"65_63",65,3,0,0,"3"
"49_27",65,2,0,0,"2"
"40_1",65,2,0,0,"2"
"62_56",65,0,0,0,"0"
"77_18",65,0,1,0,"1"
"78_40",65,1,0,0,"1"
"18_35",64,7,0,1,"8"
"36_45",65,2,0,0,"2"
"23_44",65,2,0,0,"2"
"84_90",65,0,0,0,"0"
"6_38",61,4,0,4,"8"
"34_46",65,3,0,0,"3"
"16_10",65,0,0,0,"0"
"16_60",65,1,0,0,"1"
"5_41",63,12,0,2,">=10"
"24_65",65,0,0,0,"0"
"80_51",63,0,0,2,"2"
"43_78",65,1,0,0,"1"
"16_68",65,1,0,0,"1"
"52_36",65,0,0,0,"0"
"64_84",65,2,0,0,"2"
"79_78",65,0,0,0,"0"
"40_62",65,0,0,0,"0"
"80_22",65,0,0,0,"0"
"49_31",65,9,1,0,">=10"
"51_44",65,2,0,0,"2"
"40_6",65,2,0,0,"2"
"50_3",65,1,0,0,"1"
"82_65",65,0,0,0,"0"
"43_41",65,0,0,0,"0"
"45_90",65,0,0,0,"0"
"22_17",65,6,0,0,"6"
"63_78",65,1,0,0,"1"
"44_88",65,5,0,0,"5"
"86_31",65,1,0,0,"1"
"50_41",65,2,0,0,"2"
"54_34",65,4,0,0,"4"
"40_65",65,5,0,0,"5"
"63_58",65,0,0,0,"0"
"6_78",65,1,0,0,"1"
"38_76",65,7,0,0,"7"
"44_76",65,10,0,0,">=10"
"4_34",65,0,0,0,"0"
"67_2",65,1,0,0,"1"
