"hit","align.length","mismatch","indel","unalign.length","total.miss"
"40_56",65,1,0,0,1
"16_21",65,0,0,0,0
"22_71",65,0,0,0,0
"83_33",65,0,0,0,0
"59_83",65,2,0,0,2
"33_40",65,0,1,0,1
"79_82",65,1,0,0,1
"77_10",65,1,0,0,1
"21_49",65,2,0,0,2
"62_35",65,0,0,0,0
"47_55",65,0,0,0,0
"42_79",65,0,0,0,0
"41_36",65,0,0,0,0
"78_41",65,1,0,0,1
"24_62",65,1,0,0,1
"41_63",65,0,0,0,0
"53_30",65,0,0,0,0
"77_44",65,0,0,0,0
"53_84",65,0,0,0,0
"46_66",65,0,0,0,0
"64_16",65,0,0,0,0
"44_79",65,1,0,0,1
"50_64",65,0,0,0,0
"43_47",65,1,0,0,1
"65_32",65,0,0,0,0
"89_26",65,2,0,0,2
"47_31",65,0,0,0,0
"82_82",63,0,0,2,2
"45_17",65,0,0,0,0
"59_41",65,0,0,0,0
"67_78",65,1,0,0,1
"1_8",65,0,0,0,0
"42_56",65,0,0,0,0
"43_79",65,2,0,0,2
"24_56",65,0,0,0,0
"7_3",65,0,0,0,0
"67_42",65,1,0,0,1
"42_59",65,0,0,0,0
"78_47",65,1,1,0,2
"78_62",65,2,0,0,2
"79_44",65,0,0,0,0
"50_63",65,1,0,0,1
"49_44",65,1,0,0,1
"31_58",65,2,0,0,2
"6_48",65,0,0,0,0
"79_42",65,2,0,0,2
"17_2",65,2,0,0,2
"64_43",65,1,0,0,1
"5_89",65,2,0,0,2
"44_15",65,0,0,0,0
"18_31",65,0,0,0,0
"46_79",65,0,0,0,0
"23_3",65,1,0,0,1
"49_4",65,0,0,0,0
"41_40",65,1,0,0,1
"34_42",65,2,0,0,2
"8_66",65,0,1,0,1
"90_90",65,2,0,0,2
"20_50",65,0,0,0,0
"77_3",65,0,0,0,0
"90_1",66,0,1,0,1
"90_39",65,1,1,0,2
"46_89",65,1,0,0,1
"1_91",65,0,0,0,0
"23_91",65,0,0,0,0
"56_56",65,1,0,0,1
"49_80",65,1,0,0,1
"63_40",65,1,0,0,1
"79_79",65,0,0,0,0
"85_46",65,1,0,0,1
"44_64",65,1,0,0,1
"67_4",65,0,0,0,0
"60_74",65,0,0,0,0
"16_74",65,1,0,0,1
"59_19",65,1,0,0,1
"89_37",65,1,0,0,1
"46_89",65,0,0,0,0
"20_90",65,0,0,0,0
"65_56",65,1,0,0,1
"20_32",65,0,0,0,0
"6_77",65,0,0,0,0
"63_41",65,0,0,0,0
"38_54",65,0,0,0,0
"47_73",65,1,0,0,1
"50_41",65,0,0,0,0
"49_43",65,2,0,0,2
"8_21",65,1,0,0,1
"39_24",65,0,0,0,0
"24_39",65,2,0,0,2
"77_72",64,0,1,1,2
"1_60",65,0,0,0,0
"47_90",65,0,0,0,0
"90_5",65,0,0,0,0
"49_47",65,0,0,0,0
"77_78",65,0,0,0,0
"46_89",65,2,0,0,2
"51_31",65,2,0,0,2
"77_89",65,1,0,0,1
"91_91",65,0,0,0,0
"81_34",65,0,0,0,0
"33_38",65,2,0,0,2
"60_38",65,1,0,0,1
"62_32",65,0,0,0,0
"43_57",65,0,0,0,0
"79_63",65,0,0,0,0
"32_90",65,1,0,0,1
"41_88",65,0,0,0,0
"24_23",65,1,0,0,1
"36_40",65,0,0,0,0
"50_31",65,0,0,0,0
"4_14",65,0,0,0,0
"20_40",65,2,0,0,2
"79_78",65,0,0,0,0
"46_35",65,2,0,0,2
"16_52",65,2,0,0,2
"45_3",65,0,0,0,0
"24_40",65,0,0,0,0
"67_42",65,0,0,0,0
"60_64",65,0,0,0,0
"40_91",65,0,0,0,0
"63_39",65,0,0,0,0
"90_53",65,0,0,0,0
"49_20",65,0,0,0,0
"67_34",65,0,0,0,0
"78_40",65,0,0,0,0
"63_65",65,0,0,0,0
"40_60",65,2,0,0,2
"1_71",65,0,1,0,1
"60_80",65,1,0,0,1
"44_90",65,0,0,0,0
"40_39",65,2,0,0,2
"88_46",65,0,0,0,0
"43_39",65,0,0,0,0
"55_32",65,0,0,0,0
"17_79",65,1,0,0,1
"56_23",65,0,0,0,0
"65_46",65,0,0,0,0
"67_43",65,2,0,0,2
"51_1",65,0,0,0,0
"45_44",65,0,0,0,0
"19_89",65,1,0,0,1
"43_16",65,0,0,0,0
"49_56",65,0,0,0,0
"44_64",65,0,0,0,0
"44_90",65,0,0,0,0
"20_40",65,0,0,0,0
"77_40",65,2,0,0,2
"16_21",65,2,0,0,2
"45_21",65,0,0,0,0
"51_60",65,1,0,0,1
"61_40",65,1,0,0,1
"16_5",65,0,0,0,0
"50_41",65,2,0,0,2
"62_46",65,0,0,0,0
"39_91",65,2,0,0,2
"47_62",65,2,0,0,2
"79_61",65,1,0,0,1
"37_3",65,0,0,0,0
"91_78",65,1,0,0,1
"57_88",65,0,0,0,0
"31_64",65,0,0,0,0
"42_47",65,0,0,0,0
"40_23",65,0,0,0,0
"43_40",65,0,0,0,0
"39_8",65,1,0,0,1
"39_39",65,2,0,0,2
"41_39",65,1,0,0,1
"77_33",65,0,0,0,0
"65_23",63,0,0,2,2
"90_76",65,2,0,0,2
"45_78",65,1,0,0,1
"60_39",65,0,0,0,0
"57_88",65,0,0,0,0
"59_52",65,0,0,0,0
"44_77",65,1,0,0,1
"79_23",65,0,0,0,0
"67_34",65,0,0,0,0
"54_67",65,0,0,0,0
"48_51",65,1,0,0,1
"77_40",65,1,0,0,1
"67_5",65,0,1,0,1
"1_81",64,0,0,1,1
"48_32",65,2,0,0,2
"34_6",65,1,0,0,1
"44_44",64,1,0,1,2
"45_28",65,1,0,0,1
"40_48",65,2,0,0,2
"36_50",65,1,0,0,1
"32_43",65,0,0,0,0
"40_23",65,0,0,0,0
"50_53",65,0,0,0,0
"42_57",65,0,0,0,0
"24_23",65,0,0,0,0
"50_78",65,0,0,0,0
"20_8",65,0,0,0,0
"33_90",65,0,0,0,0
"24_52",65,0,0,0,0
"32_40",65,2,0,0,2
"52_16",65,1,0,0,1
"21_33",65,1,0,0,1
"37_52",65,0,0,0,0
"51_77",65,0,0,0,0
"40_42",65,2,0,0,2
"24_62",65,2,0,0,2
"78_40",65,0,0,0,0
"60_16",65,0,0,0,0
"30_27",65,2,0,0,2
"56_33",65,2,0,0,2
"79_1",65,0,0,0,0
"74_43",65,1,1,0,2
"41_40",65,1,0,0,1
"43_47",65,0,0,0,0
"77_43",65,0,0,0,0
"43_40",65,0,0,0,0
"44_36",65,0,0,0,0
"78_61",65,1,0,0,1
"65_73",65,1,0,0,1
"79_18",65,1,0,0,1
"38_39",65,0,0,0,0
"22_24",65,1,0,0,1
"40_78",65,1,0,0,1
"88_57",65,1,0,0,1
"4_46",65,1,0,0,1
"45_44",65,1,0,0,1
"53_55",65,0,0,0,0
"40_64",65,1,0,0,1
"34_39",65,0,0,0,0
"23_80",65,1,0,0,1
"43_56",65,1,0,0,1
"64_65",65,2,0,0,2
"47_32",65,1,0,0,1
"31_44",65,0,0,0,0
"6_16",65,0,0,0,0
"48_21",65,0,0,0,0
"91_91",65,2,0,0,2
"6_40",65,0,0,0,0
"16_42",65,0,0,0,0
"66_73",65,1,0,0,1
"59_16",65,0,0,0,0
"22_50",65,1,0,0,1
"40_44",65,2,0,0,2
"45_44",65,1,0,0,1
"81_3",65,1,1,0,2
"52_34",65,1,0,0,1
"41_1",65,0,0,0,0
"77_40",65,0,0,0,0
"22_74",65,0,1,0,1
"23_55",65,0,0,0,0
"65_63",65,0,0,0,0
"32_63",65,1,0,0,1
"40_42",65,1,0,0,1
"40_37",65,0,0,0,0
"73_42",65,0,0,0,0
"52_65",65,1,0,0,1
"42_1",65,0,0,0,0
"63_89",65,0,0,0,0
"77_44",65,1,0,0,1
"75_86",65,1,0,0,1
"37_3",65,0,0,0,0
"31_38",65,2,0,0,2
"32_79",65,0,0,0,0
"47_42",65,2,0,0,2
"35_87",65,1,0,0,1
"37_49",65,2,0,0,2
"91_1",65,0,0,0,0
"24_40",65,2,0,0,2
"22_6",65,0,0,0,0
"6_41",65,1,0,0,1
"67_33",65,0,0,0,0
"33_33",65,1,0,0,1
"42_6",65,0,0,0,0
"39_53",65,2,0,0,2
"62_83",65,0,0,0,0
"80_21",65,0,0,0,0
"39_86",65,2,0,0,2
"35_40",65,0,0,0,0
"8_24",65,0,0,0,0
"49_40",65,0,0,0,0
"16_70",65,0,0,0,0
"16_57",65,1,0,0,1
"69_39",65,0,1,0,1
"40_31",65,1,0,0,1
"40_41",65,2,0,0,2
"33_44",64,0,0,1,1
"51_39",65,0,0,0,0
"67_18",65,2,0,0,2
"52_84",65,0,0,0,0
"43_40",65,2,0,0,2
"51_42",65,0,0,0,0
"17_24",65,0,0,0,0
"77_53",65,1,1,0,2
"23_3",65,1,0,0,1
"45_41",65,2,0,0,2
"67_58",65,0,1,0,1
"56_77",65,1,0,0,1
"44_3",65,0,0,0,0
"49_40",65,2,0,0,2
"79_41",65,0,0,0,0
"42_38",65,1,0,0,1
"24_39",65,1,0,0,1
"34_91",65,2,0,0,2
"6_50",65,1,0,0,1
"17_40",65,0,0,0,0
"62_2",65,1,0,0,1
"33_1",65,0,0,0,0
"65_18",65,0,0,0,0
"40_20",65,2,0,0,2
"78_45",65,0,0,0,0
"42_62",65,2,0,0,2
"67_52",65,0,0,0,0
"78_37",65,0,0,0,0
"38_42",65,2,0,0,2
"32_57",65,0,0,0,0
"65_48",65,0,0,0,0
"67_4",65,2,0,0,2
"34_31",65,0,0,0,0
"79_82",65,0,0,0,0
"63_21",65,0,0,0,0
"21_37",65,0,0,0,0
"34_42",65,1,0,0,1
"38_34",65,2,0,0,2
"39_79",65,0,0,0,0
"37_79",65,0,0,0,0
"65_2",65,0,0,0,0
"44_6",65,1,0,0,1
"53_88",65,0,0,0,0
"24_83",65,0,0,0,0
"34_45",65,1,0,0,1
"59_26",65,0,0,0,0
"36_32",65,2,0,0,2
"35_68",65,0,1,0,1
"34_2",65,0,0,0,0
"44_24",65,0,0,0,0
"40_3",65,0,0,0,0
"59_50",65,0,0,0,0
"72_62",65,0,0,0,0
"40_67",65,2,0,0,2
"44_63",65,2,0,0,2
"65_29",65,0,0,0,0
"62_79",65,0,0,0,0
"17_65",65,0,0,0,0
"77_45",65,0,0,0,0
"38_44",65,1,1,0,2
"65_67",65,1,0,0,1
"31_40",65,1,0,0,1
"33_63",65,0,0,0,0
"63_73",65,0,0,0,0
"59_35",65,0,0,0,0
"52_38",65,1,0,0,1
"60_85",65,0,0,0,0
"41_78",65,0,0,0,0
"17_34",65,2,0,0,2
"52_4",65,0,0,0,0
"16_68",65,1,0,0,1
"23_79",65,1,0,0,1
"86_33",65,1,0,0,1
"17_91",65,0,0,0,0
"17_56",65,1,0,0,1
"37_50",65,1,0,0,1
"44_40",65,0,0,0,0
"54_32",65,0,0,0,0
"59_79",65,0,0,0,0
"65_39",65,0,0,0,0
"31_91",65,0,0,0,0
"16_33",65,0,0,0,0
"17_51",65,0,0,0,0
"90_40",65,2,0,0,2
"45_58",65,1,0,0,1
"32_57",65,1,0,0,1
"91_3",65,1,0,0,1
"34_44",65,0,0,0,0
"55_56",65,0,0,0,0
"34_82",65,0,0,0,0
"16_39",65,1,0,0,1
"45_91",65,0,0,0,0
"40_40",65,1,0,0,1
"62_79",65,0,0,0,0
"1_47",65,0,0,0,0
"66_2",65,0,0,0,0
"16_11",65,1,0,0,1
"42_3",65,0,0,0,0
"80_22",65,0,0,0,0
"41_40",65,1,0,0,1
"52_41",65,2,0,0,2
"54_76",65,0,0,0,0
"32_34",65,1,0,0,1
"51_78",65,2,0,0,2
"40_79",65,0,0,0,0
"59_79",65,0,0,0,0
"40_59",65,1,0,0,1
"15_72",65,0,0,0,0
"23_3",65,0,0,0,0
"5_15",65,0,0,0,0
"67_4",65,1,0,0,1
"43_62",65,0,0,0,0
"51_59",65,2,0,0,2
"34_3",65,1,0,0,1
"90_49",65,0,0,0,0
"33_37",65,0,0,0,0
"45_42",65,1,0,0,1
"83_3",65,1,0,0,1
"51_1",65,1,0,0,1
"61_33",65,1,0,0,1
"79_79",65,2,0,0,2
"61_8",65,0,0,0,0
"77_41",65,0,0,0,0
"59_74",65,0,1,0,1
"25_19",65,1,0,0,1
"79_4",65,0,0,0,0
"90_87",65,0,0,0,0
"63_36",65,0,0,0,0
"20_55",65,0,0,0,0
"45_6",65,0,0,0,0
"49_79",65,2,0,0,2
"91_65",65,0,0,0,0
"31_34",65,0,0,0,0
"55_33",65,1,0,0,1
"1_33",65,0,0,0,0
"35_38",65,0,0,0,0
"74_83",65,0,0,0,0
"50_77",65,0,0,0,0
"63_86",65,0,0,0,0
"40_48",65,0,0,0,0
"45_45",65,1,1,0,2
"66_32",65,0,0,0,0
"33_91",65,2,0,0,2
"17_80",65,1,0,0,1
"77_40",65,1,0,0,1
"91_78",65,1,0,0,1
"65_36",65,1,0,0,1
"21_16",65,0,0,0,0
"27_80",65,1,0,0,1
"40_86",65,0,0,0,0
"43_38",65,0,0,0,0
"40_34",65,0,0,0,0
"16_20",65,2,0,0,2
"55_79",65,1,0,0,1
"16_53",65,1,0,0,1
"77_40",65,0,0,0,0
"21_39",65,2,0,0,2
"38_66",65,0,0,0,0
"34_34",65,2,0,0,2
"41_3",65,0,0,0,0
"56_38",65,0,0,0,0
"53_42",65,1,0,0,1
"65_47",65,0,0,0,0
"34_4",65,1,0,0,1
"52_85",65,2,0,0,2
"42_56",64,1,0,1,2
"31_65",65,1,0,0,1
"32_65",65,1,0,0,1
"43_3",65,0,0,0,0
"41_45",65,0,0,0,0
"1_43",65,0,0,0,0
"40_16",65,1,0,0,1
"39_33",65,0,1,0,1
"80_40",65,2,0,0,2
"36_38",65,0,0,0,0
"65_31",65,0,0,0,0
"37_16",66,1,1,0,2
"42_59",65,0,0,0,0
"48_43",65,0,0,0,0
"51_16",65,2,0,0,2
"65_22",65,0,0,0,0
"62_75",65,2,0,0,2
"21_6",63,0,0,2,2
"44_67",65,1,0,0,1
"34_24",65,0,0,0,0
"65_44",65,1,0,0,1
"36_6",65,0,0,0,0
"63_3",65,0,0,0,0
"40_91",65,1,0,0,1
"55_4",65,2,0,0,2
"60_53",65,0,0,0,0
"79_44",65,1,0,0,1
"79_64",65,0,0,0,0
"54_2",65,2,0,0,2
"39_55",65,0,0,0,0
"56_38",65,0,0,0,0
"48_23",65,1,0,0,1
"56_3",65,2,0,0,2
"81_5",65,1,0,0,1
"77_40",65,1,0,0,1
"42_41",65,0,0,0,0
"40_88",65,2,0,0,2
"77_60",65,2,0,0,2
"57_81",65,0,0,0,0
"49_42",65,1,0,0,1
"59_49",65,0,0,0,0
"56_91",65,0,0,0,0
"24_43",65,0,0,0,0
"63_44",65,1,0,0,1
"40_24",65,2,0,0,2
"59_44",65,1,0,0,1
"43_41",65,0,0,0,0
"51_52",65,0,0,0,0
"90_33",65,0,0,0,0
"51_58",65,0,0,0,0
"34_39",65,0,1,0,1
"52_38",65,0,0,0,0
"40_24",65,0,0,0,0
"40_37",65,0,0,0,0
"6_68",65,1,0,0,1
"43_40",65,0,0,0,0
"44_44",65,2,0,0,2
"24_39",65,0,0,0,0
"90_3",65,0,0,0,0
"25_82",65,1,0,0,1
"39_37",65,2,0,0,2
"24_61",65,0,0,0,0
"40_4",65,0,0,0,0
"36_90",65,0,0,0,0
"59_44",65,0,0,0,0
"84_65",65,0,0,0,0
"39_37",65,1,0,0,1
"71_43",65,0,0,0,0
"31_58",65,1,0,0,1
"91_45",65,1,0,0,1
"24_91",65,0,0,0,0
"79_78",65,0,1,0,1
"44_3",65,1,0,0,1
"47_6",65,0,0,0,0
"90_5",65,0,0,0,0
"91_67",65,0,0,0,0
"90_76",65,0,0,0,0
"77_42",65,2,0,0,2
"32_18",65,0,0,0,0
"63_32",65,0,0,0,0
"69_39",65,1,1,0,2
"40_57",65,1,0,0,1
"50_65",65,0,1,0,1
"46_21",65,0,0,0,0
"37_47",65,1,0,0,1
"44_91",65,1,0,0,1
"91_79",65,1,1,0,2
"43_88",65,0,0,0,0
"33_23",65,0,0,0,0
"45_25",65,0,1,0,1
"90_24",65,0,0,0,0
"34_53",65,0,0,0,0
"41_37",65,0,0,0,0
"47_15",65,0,0,0,0
"37_42",65,0,0,0,0
"70_63",65,0,1,0,1
"60_21",65,1,0,0,1
"38_35",65,0,0,0,0
"47_44",65,0,0,0,0
"44_75",65,0,0,0,0
"34_53",65,1,0,0,1
"84_40",65,0,0,0,0
"40_56",65,1,1,0,2
"87_10",65,1,0,0,1
"43_79",65,2,0,0,2
"54_21",65,0,0,0,0
"79_77",65,0,0,0,0
"77_79",65,1,0,0,1
"57_7",65,1,0,0,1
"41_32",65,0,0,0,0
"67_16",65,2,0,0,2
"40_77",65,0,0,0,0
"15_51",65,1,0,0,1
"44_79",65,0,0,0,0
"45_38",65,1,0,0,1
"64_32",65,0,0,0,0
"41_16",65,1,0,0,1
"65_6",65,1,0,0,1
"49_21",65,0,0,0,0
"1_42",65,0,0,0,0
"55_17",65,2,0,0,2
"65_78",65,1,0,0,1
"61_39",65,0,0,0,0
"42_62",65,0,0,0,0
"59_67",65,0,0,0,0
"45_3",65,1,0,0,1
"6_16",65,0,0,0,0
"53_33",65,0,0,0,0
"7_63",65,2,0,0,2
"48_43",65,1,0,0,1
"40_42",65,2,0,0,2
"17_82",65,0,1,0,1
"33_40",65,2,0,0,2
"1_1",65,1,0,0,1
"67_66",65,2,0,0,2
"41_65",65,1,0,0,1
"50_40",65,1,0,0,1
"32_34",65,0,0,0,0
"53_10",65,1,0,0,1
"44_39",65,0,0,0,0
"23_6",65,1,0,0,1
"33_42",65,1,0,0,1
"24_44",65,0,0,0,0
"49_40",65,0,0,0,0
"35_40",65,2,0,0,2
"48_3",65,0,0,0,0
"17_43",65,0,0,0,0
"48_42",65,2,0,0,2
"43_43",65,0,1,0,1
"79_37",65,0,0,0,0
"46_91",65,1,0,0,1
"90_42",65,1,0,0,1
"78_5",65,0,0,0,0
"40_21",65,0,0,0,0
"91_38",65,0,0,0,0
"63_61",65,0,0,0,0
"53_1",65,0,0,0,0
"53_79",65,0,0,0,0
"82_33",65,0,0,0,0
"40_3",65,1,0,0,1
"4_62",65,2,0,0,2
"53_50",65,2,0,0,2
"83_42",65,0,0,0,0
"83_45",65,1,0,0,1
"24_60",65,0,0,0,0
"1_58",65,0,0,0,0
"33_16",65,0,0,0,0
"59_59",65,0,0,0,0
"53_62",65,1,1,0,2
"43_42",65,1,0,0,1
"53_16",65,0,0,0,0
"43_75",65,0,0,0,0
"4_55",65,1,0,0,1
"51_52",65,1,0,0,1
"41_62",65,0,0,0,0
"40_41",65,0,0,0,0
"36_32",65,1,0,0,1
"24_53",65,1,0,0,1
"39_77",65,0,0,0,0
"54_62",65,0,0,0,0
"28_61",65,0,0,0,0
"46_55",65,0,0,0,0
"21_48",65,1,0,0,1
"1_58",65,0,0,0,0
"39_39",65,1,1,0,2
"16_90",65,1,0,0,1
"79_38",65,0,0,0,0
"26_44",65,2,0,0,2
"22_67",65,0,0,0,0
"77_24",65,2,0,0,2
"53_3",65,0,0,0,0
"20_41",65,0,0,0,0
"34_24",65,0,0,0,0
"44_50",65,0,0,0,0
"18_16",65,1,0,0,1
"66_4",65,1,0,0,1
"84_3",65,0,0,0,0
"56_42",65,0,0,0,0
"88_34",65,1,0,0,1
"59_44",65,0,0,0,0
"85_35",65,0,0,0,0
"79_63",65,1,0,0,1
"67_63",65,2,0,0,2
"21_42",65,1,0,0,1
"77_65",65,0,0,0,0
"65_38",65,1,0,0,1
"20_16",65,0,0,0,0
"64_3",65,1,0,0,1
"68_58",65,1,1,0,2
"22_12",65,0,0,0,0
"79_63",65,1,0,0,1
"79_17",65,0,0,0,0
"1_79",65,1,0,0,1
"38_44",65,1,1,0,2
"90_40",65,2,0,0,2
"21_76",65,1,0,0,1
"38_55",66,0,1,0,1
"32_79",65,0,0,0,0
"4_52",65,0,0,0,0
"40_79",65,2,0,0,2
"18_33",65,1,0,0,1
"77_3",65,0,0,0,0
"21_33",65,1,0,0,1
"40_78",65,2,0,0,2
"52_58",65,0,0,0,0
"10_62",65,1,0,0,1
"90_88",65,0,0,0,0
"33_4",65,2,0,0,2
"53_38",65,0,0,0,0
"37_43",65,0,0,0,0
"40_23",65,0,0,0,0
"40_4",65,0,0,0,0
"49_40",65,0,0,0,0
"41_64",65,0,0,0,0
"42_44",65,0,1,0,1
"16_88",65,0,0,0,0
"52_38",65,0,0,0,0
"32_59",65,0,0,0,0
"48_60",65,0,0,0,0
"65_28",65,1,0,0,1
"63_52",65,2,0,0,2
"32_40",65,0,0,0,0
"51_39",65,2,0,0,2
"36_67",65,1,0,0,1
"6_35",65,0,0,0,0
"46_33",65,1,0,0,1
"39_33",65,0,0,0,0
"63_44",65,0,0,0,0
"4_37",65,0,0,0,0
"63_58",65,1,0,0,1
"17_48",65,0,0,0,0
"19_22",65,0,0,0,0
"44_84",65,0,0,0,0
"45_46",65,0,0,0,0
"64_79",63,0,0,2,2
"41_24",65,0,0,0,0
"77_3",65,0,0,0,0
"52_32",65,2,0,0,2
"90_47",65,0,0,0,0
"67_77",65,1,0,0,1
"16_50",65,0,0,0,0
"45_40",65,1,0,0,1
"39_47",65,0,0,0,0
"45_40",65,1,0,0,1
"52_40",65,2,0,0,2
"37_79",65,0,0,0,0
"17_48",65,0,0,0,0
"62_74",65,1,0,0,1
"77_59",65,2,0,0,2
"77_88",65,0,0,0,0
"49_77",65,0,0,0,0
"65_51",65,1,0,0,1
"32_39",65,0,0,0,0
"59_67",65,0,0,0,0
"57_65",65,2,0,0,2
"66_77",65,2,0,0,2
"83_43",65,0,0,0,0
"53_3",65,0,0,0,0
"89_2",65,0,0,0,0
"60_40",65,1,0,0,1
"77_40",65,2,0,0,2
"59_66",65,0,0,0,0
"35_60",65,0,0,0,0
"41_78",65,2,0,0,2
"43_6",65,0,0,0,0
"34_47",65,0,0,0,0
"79_40",65,2,0,0,2
"16_4",65,0,0,0,0
"67_46",63,0,0,2,2
"53_38",65,0,0,0,0
"67_52",65,0,0,0,0
"79_23",64,1,0,1,2
"57_78",65,0,0,0,0
"63_91",65,0,0,0,0
"43_35",65,2,0,0,2
"34_43",65,2,0,0,2
"31_59",65,0,0,0,0
"10_16",65,2,0,0,2
"20_90",65,2,0,0,2
"33_64",65,0,0,0,0
"79_42",65,1,0,0,1
"36_51",65,0,0,0,0
"63_2",65,0,0,0,0
"63_36",65,0,0,0,0
"40_26",65,0,0,0,0
"77_40",65,0,0,0,0
"63_77",65,0,0,0,0
"16_74",65,0,0,0,0
"24_64",65,0,0,0,0
"22_37",64,1,0,1,2
"48_65",65,1,0,0,1
"67_40",65,0,0,0,0
"16_79",65,2,0,0,2
"8_53",65,0,0,0,0
"59_3",65,0,0,0,0
"41_56",65,0,0,0,0
"20_91",65,0,0,0,0
"35_90",65,2,0,0,2
"87_64",65,0,0,0,0
"16_39",65,1,0,0,1
"91_40",65,1,0,0,1
"20_33",65,0,0,0,0
"91_3",65,0,0,0,0
"39_78",65,1,0,0,1
"62_56",65,2,0,0,2
"80_58",65,0,0,0,0
"62_42",65,1,0,0,1
"35_20",65,0,0,0,0
"43_3",65,0,0,0,0
"78_40",65,0,0,0,0
"65_52",65,1,0,0,1
"67_24",65,2,0,0,2
"21_16",65,1,0,0,1
"50_32",65,0,0,0,0
"74_4",65,0,0,0,0
"23_39",65,1,0,0,1
"46_1",65,0,0,0,0
"40_26",65,1,1,0,2
"32_24",65,1,0,0,1
"46_38",65,0,0,0,0
"47_65",65,2,0,0,2
"46_40",65,1,0,0,1
"44_36",65,0,0,0,0
"43_40",65,0,0,0,0
"44_39",65,2,0,0,2
"81_44",65,0,0,0,0
"43_43",65,1,1,0,2
"50_37",65,0,0,0,0
"20_47",65,0,0,0,0
"33_6",65,0,0,0,0
"65_16",65,0,1,0,1
"40_51",65,1,0,0,1
"32_44",65,0,0,0,0
"5_46",65,0,0,0,0
"57_48",65,2,0,0,2
"67_67",65,2,0,0,2
"38_16",65,0,0,0,0
"49_40",65,1,0,0,1
"65_16",65,0,0,0,0
"44_23",65,2,0,0,2
"42_88",65,1,0,0,1
"16_85",66,1,1,0,2
"22_40",65,0,0,0,0
"37_44",65,0,0,0,0
"79_17",65,1,0,0,1
"16_76",65,0,0,0,0
"40_65",65,2,0,0,2
"37_10",65,0,0,0,0
"62_78",65,2,0,0,2
"79_42",65,2,0,0,2
"74_53",65,0,0,0,0
"42_34",65,1,0,0,1
"32_62",65,1,0,0,1
"17_47",65,1,0,0,1
"44_42",65,0,0,0,0
"32_58",65,2,0,0,2
"37_3",65,0,0,0,0
"33_78",65,2,0,0,2
"36_79",65,1,0,0,1
"54_65",65,1,0,0,1
"4_14",65,0,0,0,0
"90_34",65,0,0,0,0
"91_91",65,0,0,0,0
"43_14",65,0,0,0,0
"55_84",65,2,0,0,2
"42_3",65,1,0,0,1
"40_77",65,0,0,0,0
"49_4",65,1,0,0,1
"16_33",65,0,0,0,0
"62_18",65,0,0,0,0
"4_84",64,0,0,1,1
"79_42",65,0,0,0,0
"40_44",65,0,0,0,0
"40_88",65,0,0,0,0
"79_43",65,1,0,0,1
"52_1",65,1,0,0,1
"40_59",65,0,0,0,0
"39_52",65,0,0,0,0
"79_42",65,0,1,0,1
"89_1",65,0,0,0,0
"17_65",65,0,0,0,0
"65_61",65,2,0,0,2
"77_4",65,0,0,0,0
"42_78",65,0,0,0,0
"28_12",65,0,0,0,0
"79_44",65,0,0,0,0
"40_79",65,1,0,0,1
"45_73",65,0,0,0,0
"41_32",65,1,0,0,1
"37_5",65,0,0,0,0
"43_79",65,0,0,0,0
"52_67",65,0,0,0,0
"38_42",65,0,0,0,0
"20_4",65,1,0,0,1
"82_39",65,1,0,0,1
"51_39",65,0,0,0,0
"52_6",65,2,0,0,2
"40_44",65,0,0,0,0
"83_34",65,0,0,0,0
"39_77",65,2,0,0,2
"24_20",65,0,0,0,0
"63_40",65,2,0,0,2
"16_63",65,0,0,0,0
"49_40",65,0,0,0,0
"32_86",65,1,0,0,1
"50_36",65,0,0,0,0
"17_84",65,0,1,0,1
"16_65",65,0,0,0,0
"24_66",65,0,0,0,0
"90_85",65,1,0,0,1
"54_40",65,1,0,0,1
"26_42",65,1,0,0,1
"84_45",65,0,0,0,0
"63_63",65,1,0,0,1
"50_41",65,0,0,0,0
"79_39",65,0,0,0,0
"78_77",65,0,0,0,0
"46_49",65,2,0,0,2
"35_53",65,2,0,0,2
"64_63",65,0,0,0,0
"24_17",65,2,0,0,2
"43_41",65,0,0,0,0
"43_44",65,1,0,0,1
"7_79",65,1,0,0,1
"43_88",65,2,0,0,2
"10_2",65,0,0,0,0
"90_46",65,0,0,0,0
"43_45",65,1,0,0,1
"55_73",65,1,0,0,1
"67_73",65,0,2,0,2
"56_87",65,1,0,0,1
"77_45",65,0,0,0,0
"40_78",65,1,0,0,1
"79_17",65,1,0,0,1
"50_31",65,0,0,0,0
"82_40",65,1,0,0,1
"40_4",64,1,0,1,2
"31_32",65,0,0,0,0
"44_88",65,0,0,0,0
"52_59",65,0,0,0,0
"54_1",65,1,0,0,1
"66_52",65,0,0,0,0
"52_3",65,0,0,0,0
"23_48",65,0,0,0,0
"77_40",65,0,0,0,0
"43_26",65,1,0,0,1
"46_36",65,0,0,0,0
"90_47",64,0,0,1,1
"45_6",65,2,0,0,2
"56_43",65,2,0,0,2
"23_81",65,0,0,0,0
"41_65",65,2,0,0,2
"53_64",65,0,0,0,0
"44_39",65,1,0,0,1
"18_52",65,2,0,0,2
"52_80",65,1,0,0,1
"4_89",65,1,1,0,2
"16_43",65,0,0,0,0
"39_57",65,0,0,0,0
"44_77",65,1,0,0,1
"22_66",65,1,0,0,1
"19_44",65,0,0,0,0
"43_16",65,1,0,0,1
