"hit","align.length","mismatch","indel","unalign.length","total.miss"
"43_40",65,1,0,0,1
"45_26",65,1,0,0,1
"79_73",65,0,0,0,0
"29_74",65,0,0,0,0
"22_31",65,0,0,0,0
"72_21",65,0,0,0,0
"91_7",65,0,1,0,1
"57_62",65,0,0,0,0
"9_7",65,0,0,0,0
"55_6",65,1,0,0,1
"68_30",65,0,0,0,0
"30_16",65,0,0,0,0
"48_12",65,0,0,0,0
"90_28",65,0,0,0,0
"89_72",65,1,0,0,1
"28_86",65,0,0,0,0
"72_18",65,0,0,0,0
"66_86",65,0,0,0,0
"51_54",65,2,0,0,2
"83_84",65,0,0,0,0
"10_72",65,0,0,0,0
"60_66",65,1,0,0,1
"36_62",65,0,0,0,0
"63_59",65,0,0,0,0
"85_61",65,0,0,0,0
"49_80",65,2,0,0,2
"1_33",65,0,0,0,0
"66_59",65,0,0,0,0
"77_49",65,0,0,0,0
"18_84",65,0,0,0,0
"91_6",65,0,0,0,0
"12_63",65,0,0,0,0
"85_65",65,0,0,0,0
"82_5",65,2,0,0,2
"65_70",65,0,0,0,0
"85_71",65,0,0,0,0
"6_71",65,0,0,0,0
"67_52",65,0,0,0,0
"30_43",65,0,0,0,0
"16_70",65,0,0,0,0
"89_79",65,0,0,0,0
"65_7",65,0,0,0,0
"57_77",65,0,0,0,0
"53_15",65,0,0,0,0
"49_2",65,0,0,0,0
"28_64",65,0,0,0,0
"34_40",65,1,0,0,1
"2_79",65,0,0,0,0
"1_34",65,0,0,0,0
"22_65",65,0,0,0,0
"19_29",65,0,0,0,0
"32_14",65,1,0,0,1
"9_59",65,2,0,0,2
"78_88",65,2,0,0,2
"73_20",65,0,0,0,0
"69_31",65,0,0,0,0
"78_74",65,1,0,0,1
"79_85",65,0,0,0,0
"19_17",65,1,0,0,1
"78_74",65,0,0,0,0
"77_76",65,0,0,0,0
"52_11",65,2,0,0,2
"30_75",65,0,0,0,0
"66_17",65,2,0,0,2
"19_41",65,0,0,0,0
"62_80",65,2,0,0,2
"35_48",65,0,0,0,0
"17_61",65,1,0,0,1
"16_62",65,1,0,0,1
"46_51",65,1,0,0,1
"22_73",65,1,0,0,1
"25_4",65,1,0,0,1
"71_6",65,1,0,0,1
"50_3",65,0,0,0,0
"65_58",65,1,0,0,1
"76_47",65,0,0,0,0
"65_47",65,0,0,0,0
"83_76",65,0,0,0,0
"88_20",65,1,0,0,1
"1_83",65,0,0,0,0
"80_10",65,0,0,0,0
"55_9",65,0,0,0,0
"38_16",65,0,0,0,0
"69_4",65,0,0,0,0
"86_85",65,1,0,0,1
"48_64",65,1,0,0,1
"15_40",65,1,0,0,1
"50_60",65,0,0,0,0
"85_7",65,0,0,0,0
"46_2",65,0,0,0,0
"38_66",65,2,0,0,2
"65_14",65,1,0,0,1
"33_79",65,0,0,0,0
"10_57",65,1,0,0,1
"51_57",65,1,0,0,1
"81_89",65,1,0,0,1
"53_12",65,1,0,0,1
"39_4",65,2,0,0,2
"12_54",65,0,0,0,0
"73_26",65,1,0,0,1
"33_71",65,1,0,0,1
"54_84",65,0,0,0,0
"90_30",65,0,0,0,0
"56_78",65,0,0,0,0
"82_17",65,0,0,0,0
"54_21",65,0,0,0,0
"79_50",65,2,0,0,2
"45_12",65,0,0,0,0
"89_88",65,0,0,0,0
"53_47",64,0,0,1,1
"37_72",65,0,0,0,0
"49_14",65,0,0,0,0
"18_33",65,0,0,0,0
"4_6",65,0,0,0,0
"64_73",65,2,0,0,2
"18_48",65,0,0,0,0
"66_53",65,1,0,0,1
"21_79",65,1,0,0,1
"72_4",65,0,0,0,0
"65_68",65,0,0,0,0
"71_70",65,2,0,0,2
"42_21",65,0,0,0,0
"10_7",65,0,1,0,1
"91_76",65,0,0,0,0
"34_41",65,0,0,0,0
"9_39",65,2,0,0,2
"84_2",65,0,0,0,0
"80_40",65,2,0,0,2
"41_82",65,0,0,0,0
"15_14",65,1,0,0,1
"91_63",65,0,0,0,0
"47_53",65,1,0,0,1
"22_42",65,0,0,0,0
"27_67",65,0,0,0,0
"89_30",65,0,0,0,0
"48_65",65,1,0,0,1
"42_15",65,0,0,0,0
"14_28",65,0,0,0,0
"84_65",65,2,0,0,2
"74_69",65,0,0,0,0
"17_14",65,0,0,0,0
"77_12",65,0,0,0,0
"57_64",65,0,0,0,0
"72_53",65,0,0,0,0
"84_40",65,0,0,0,0
"57_77",65,0,0,0,0
"42_90",65,0,0,0,0
"66_71",65,0,0,0,0
"91_88",65,1,0,0,1
"28_35",65,1,0,0,1
"30_85",64,1,0,1,2
"60_18",65,0,0,0,0
"16_73",65,1,0,0,1
"34_5",65,0,0,0,0
"77_86",65,0,0,0,0
"83_69",65,0,0,0,0
"4_66",65,0,0,0,0
"59_72",65,1,0,0,1
"44_28",66,0,2,0,2
"40_32",65,0,0,0,0
"50_45",65,0,0,0,0
"54_83",65,0,0,0,0
"90_65",65,0,0,0,0
"16_31",65,0,0,0,0
"76_88",65,0,0,0,0
"46_38",65,1,0,0,1
"49_14",65,2,0,0,2
"47_86",65,0,0,0,0
"69_77",65,0,0,0,0
"45_7",65,1,0,0,1
"78_10",65,1,1,0,2
"69_79",65,0,0,0,0
"42_58",65,0,0,0,0
"37_73",65,0,0,0,0
"37_3",65,1,0,0,1
"33_64",65,0,0,0,0
"7_91",65,0,2,0,2
"50_20",65,0,0,0,0
"79_16",65,0,0,0,0
"75_53",65,0,0,0,0
"48_16",65,0,0,0,0
"82_52",65,1,0,0,1
"48_50",65,1,0,0,1
"45_37",65,0,0,0,0
"70_15",65,0,0,0,0
"21_42",65,0,0,0,0
"48_2",65,2,0,0,2
"42_69",65,1,0,0,1
"77_2",65,0,0,0,0
"67_58",65,1,0,0,1
"78_63",65,0,0,0,0
"17_62",65,0,0,0,0
"70_30",65,0,0,0,0
"70_59",65,1,0,0,1
"34_66",65,0,0,0,0
"71_16",65,1,0,0,1
"78_19",65,0,0,0,0
"49_60",65,0,0,0,0
"78_44",65,0,1,0,1
"25_79",65,0,0,0,0
"8_60",65,0,0,0,0
"41_55",65,0,0,0,0
"64_46",65,0,0,0,0
"18_35",65,0,0,0,0
"57_3",65,0,0,0,0
"34_63",65,0,0,0,0
"40_79",64,0,0,1,1
"4_28",65,0,0,0,0
"22_21",65,0,0,0,0
"41_80",65,0,0,0,0
"47_37",65,0,0,0,0
"74_7",65,1,0,0,1
"11_14",65,0,0,0,0
"68_43",65,0,0,0,0
"74_55",65,0,0,0,0
"73_12",65,0,0,0,0
"23_89",65,0,0,0,0
"44_14",65,0,0,0,0
"81_60",65,1,0,0,1
"5_30",63,0,0,2,2
"73_1",65,0,0,0,0
"79_75",65,1,0,0,1
"47_90",65,0,0,0,0
"23_68",65,0,0,0,0
"47_83",65,1,0,0,1
"40_5",65,0,1,0,1
"67_88",65,0,0,0,0
"48_73",65,1,0,0,1
"87_47",65,0,0,0,0
"73_32",65,0,0,0,0
"24_69",65,0,0,0,0
"47_4",65,0,0,0,0
"74_24",65,0,0,0,0
"60_18",65,0,0,0,0
"63_64",65,0,0,0,0
"23_78",65,0,0,0,0
"54_22",65,1,0,0,1
"8_1",65,2,0,0,2
"27_2",65,0,0,0,0
"84_21",65,0,1,0,1
"49_11",65,0,0,0,0
"24_31",65,1,0,0,1
"40_70",65,1,0,0,1
"71_35",65,0,0,0,0
"48_51",65,1,0,0,1
"41_34",65,0,0,0,0
"21_50",65,0,0,0,0
"61_30",65,0,0,0,0
"17_5",65,0,0,0,0
"41_24",65,1,0,0,1
"14_26",65,0,0,0,0
"14_21",65,0,0,0,0
"20_47",65,0,0,0,0
"91_64",63,0,0,2,2
"22_30",65,0,1,0,1
"59_16",65,0,0,0,0
"23_29",65,2,0,0,2
"40_57",65,0,0,0,0
"15_1",65,1,0,0,1
"70_53",65,2,0,0,2
"49_18",65,0,0,0,0
"90_16",65,0,0,0,0
"24_55",65,0,0,0,0
"48_71",65,0,1,0,1
"60_70",65,0,0,0,0
"40_85",65,1,0,0,1
"31_2",65,0,0,0,0
"60_10",65,0,0,0,0
"75_63",65,0,0,0,0
"10_2",65,0,0,0,0
"88_66",65,0,0,0,0
"39_47",65,0,0,0,0
"63_80",65,0,0,0,0
"25_90",65,0,0,0,0
"18_62",65,0,0,0,0
"90_84",65,0,0,0,0
"21_67",65,1,0,0,1
"48_12",65,0,0,0,0
"40_53",65,0,0,0,0
"74_48",65,2,0,0,2
"27_15",65,0,0,0,0
"20_58",65,0,0,0,0
"23_76",65,0,0,0,0
"31_3",65,2,0,0,2
"73_71",65,0,1,0,1
"72_62",65,0,0,0,0
"28_77",65,0,0,0,0
"87_34",65,1,0,0,1
"81_8",65,0,0,0,0
"82_40",65,0,0,0,0
"55_66",65,0,0,0,0
"22_40",65,1,0,0,1
"33_64",65,0,0,0,0
"22_32",65,1,0,0,1
"8_90",65,1,0,0,1
"15_59",65,0,0,0,0
"69_36",65,0,0,0,0
"45_54",65,0,0,0,0
"90_37",65,2,0,0,2
"45_16",65,0,0,0,0
"56_3",65,0,0,0,0
"89_37",65,1,0,0,1
"28_1",65,1,0,0,1
"38_5",65,0,0,0,0
"40_89",65,2,0,0,2
"73_10",65,0,0,0,0
"75_9",65,0,0,0,0
"63_50",65,0,0,0,0
"70_45",65,0,0,0,0
"34_28",65,1,0,0,1
"48_24",65,2,0,0,2
"49_68",65,0,0,0,0
"16_82",65,2,0,0,2
"79_71",65,0,0,0,0
"90_83",65,1,0,0,1
"56_64",64,0,0,1,1
"66_10",65,1,0,0,1
"64_28",65,2,0,0,2
"62_40",65,0,0,0,0
"36_33",65,0,0,0,0
"74_90",65,0,0,0,0
"78_52",65,0,0,0,0
"14_8",65,0,0,0,0
"76_77",65,2,0,0,2
"79_26",65,0,0,0,0
"30_88",65,0,0,0,0
"81_88",65,1,0,0,1
"77_17",65,0,0,0,0
"66_78",65,2,0,0,2
"35_47",65,0,0,0,0
"64_79",65,0,0,0,0
"30_47",65,0,0,0,0
"44_5",65,0,0,0,0
"5_3",65,1,0,0,1
"90_80",65,1,0,0,1
"1_41",65,0,0,0,0
"33_88",65,0,0,0,0
"77_41",65,1,0,0,1
"40_23",64,1,0,1,2
"7_67",65,0,0,0,0
"17_62",65,0,0,0,0
"30_73",65,1,0,0,1
"52_14",65,0,0,0,0
"64_73",65,1,0,0,1
"30_3",65,0,1,0,1
"84_39",65,0,0,0,0
"8_49",65,0,0,0,0
"48_85",65,1,0,0,1
"53_75",65,0,0,0,0
"39_80",65,2,0,0,2
"19_14",65,1,0,0,1
"62_16",65,0,0,0,0
"68_81",65,1,0,0,1
"59_63",65,0,0,0,0
"82_4",65,1,0,0,1
"38_87",65,0,0,0,0
"52_49",65,0,0,0,0
"5_10",65,0,0,0,0
"82_34",65,0,0,0,0
"48_47",65,0,0,0,0
"52_83",65,1,0,0,1
"30_80",65,0,0,0,0
"79_14",65,1,0,0,1
"70_28",65,0,0,0,0
"71_81",65,0,0,0,0
"73_45",65,0,0,0,0
"1_73",65,0,0,0,0
"21_83",65,0,0,0,0
"45_71",65,2,0,0,2
"82_78",65,0,0,0,0
"84_8",65,0,0,0,0
"51_34",65,0,0,0,0
"14_63",65,0,0,0,0
"80_87",65,0,0,0,0
"21_47",65,0,0,0,0
"79_80",65,1,0,0,1
"61_55",65,0,0,0,0
"45_70",65,0,0,0,0
"34_9",65,0,0,0,0
"77_49",65,0,0,0,0
"44_39",65,0,1,0,1
"39_27",65,0,0,0,0
"12_85",65,0,0,0,0
"14_41",65,0,0,0,0
"70_76",65,0,0,0,0
"80_67",65,0,0,0,0
"38_76",65,0,0,0,0
"36_60",65,0,0,0,0
"56_76",65,0,0,0,0
"76_75",65,2,0,0,2
"82_67",65,0,0,0,0
"63_33",65,2,0,0,2
"27_40",65,0,0,0,0
"74_81",65,1,0,0,1
"64_42",65,2,0,0,2
"55_75",65,0,0,0,0
"72_90",65,0,0,0,0
"28_33",65,1,0,0,1
"15_33",65,1,0,0,1
"49_72",65,1,0,0,1
"20_1",65,1,0,0,1
"38_81",65,0,0,0,0
"53_10",65,0,0,0,0
"44_73",65,0,0,0,0
"28_84",65,0,0,0,0
"80_79",65,1,0,0,1
"21_27",65,0,0,0,0
"42_36",65,0,0,0,0
"11_84",65,2,0,0,2
"71_20",65,0,0,0,0
"73_26",65,0,0,0,0
"84_56",65,1,0,0,1
"77_17",65,0,0,0,0
"78_21",65,0,0,0,0
"83_23",65,0,0,0,0
"72_84",65,1,0,0,1
"72_53",65,1,0,0,1
"30_43",65,0,0,0,0
"62_16",65,0,0,0,0
"52_16",65,2,0,0,2
"79_71",65,0,0,0,0
"78_34",65,0,0,0,0
"72_75",65,0,0,0,0
"81_90",65,0,0,0,0
"43_15",65,0,0,0,0
"38_14",64,0,0,1,1
"73_24",65,0,0,0,0
"45_58",65,0,1,0,1
"88_32",65,0,0,0,0
"15_88",65,0,0,0,0
"46_85",65,0,0,0,0
"7_18",65,1,0,0,1
"91_79",63,0,0,2,2
"52_15",65,0,0,0,0
"31_28",65,0,0,0,0
"56_71",65,0,0,0,0
"39_14",65,2,0,0,2
"36_61",65,0,0,0,0
"31_78",65,0,0,0,0
"8_34",65,0,0,0,0
"45_6",65,0,0,0,0
"82_66",65,0,0,0,0
"2_42",65,0,0,0,0
"11_7",65,1,0,0,1
"62_66",65,2,0,0,2
"78_40",65,1,0,0,1
"76_5",65,2,0,0,2
"46_76",65,2,0,0,2
"77_5",65,0,0,0,0
"59_54",65,0,0,0,0
"39_88",65,0,1,0,1
"67_19",65,1,0,0,1
"43_82",65,0,0,0,0
"56_48",65,0,0,0,0
"54_43",65,1,0,0,1
"68_70",65,0,0,0,0
"40_21",63,0,0,2,2
"43_71",65,0,0,0,0
"4_17",65,0,0,0,0
"81_45",65,0,0,0,0
"39_43",65,1,0,0,1
"73_65",65,0,0,0,0
"21_47",65,0,0,0,0
"85_46",65,0,0,0,0
"11_80",65,0,0,0,0
"53_70",65,1,0,0,1
"17_54",65,0,0,0,0
"89_77",65,1,0,0,1
"17_16",65,0,0,0,0
"71_12",65,1,0,0,1
"32_72",65,0,0,0,0
"52_34",65,0,1,0,1
"6_2",65,0,0,0,0
"17_65",65,0,0,0,0
"27_50",65,1,0,0,1
"77_57",65,0,0,0,0
"75_34",65,0,0,0,0
"22_78",65,0,0,0,0
"60_72",65,0,0,0,0
"18_54",65,0,0,0,0
"5_6",65,2,0,0,2
"83_73",64,0,0,1,1
"15_30",65,1,0,0,1
"35_26",65,0,0,0,0
"75_47",65,0,0,0,0
"59_57",65,2,0,0,2
"46_78",65,0,0,0,0
"45_11",65,0,0,0,0
"37_66",65,0,0,0,0
"35_87",65,0,0,0,0
"40_43",65,0,0,0,0
"71_4",65,0,0,0,0
"77_88",65,0,0,0,0
"68_36",65,0,1,0,1
"37_76",65,2,0,0,2
"22_33",65,1,0,0,1
"57_34",65,0,0,0,0
"55_40",65,2,0,0,2
"81_3",65,0,0,0,0
"24_26",65,0,0,0,0
"43_86",65,0,0,0,0
"17_30",65,2,0,0,2
"56_36",65,0,0,0,0
"74_33",65,0,0,0,0
"79_26",65,0,0,0,0
"55_48",65,1,0,0,1
"47_43",65,0,0,0,0
"40_9",65,1,0,0,1
"91_90",65,0,0,0,0
"17_65",65,0,0,0,0
"69_14",65,0,0,0,0
"80_8",65,0,0,0,0
"82_20",65,0,0,0,0
"20_62",65,1,0,0,1
"41_14",65,0,0,0,0
"40_72",65,0,0,0,0
"68_62",65,1,0,0,1
"53_91",65,0,0,0,0
"2_61",65,2,0,0,2
"70_76",65,2,0,0,2
"73_24",65,2,0,0,2
"10_14",65,0,0,0,0
"18_60",65,0,0,0,0
"82_87",65,1,0,0,1
"68_20",65,1,0,0,1
"84_63",65,2,0,0,2
"29_61",65,2,0,0,2
"56_24",65,0,0,0,0
"7_56",65,0,0,0,0
"86_7",65,0,0,0,0
"65_87",65,0,0,0,0
"69_56",65,0,0,0,0
"48_46",65,0,0,0,0
"53_6",65,0,0,0,0
"83_40",65,1,0,0,1
"11_21",65,1,0,0,1
"33_49",65,0,0,0,0
"74_22",65,0,0,0,0
"75_80",65,2,0,0,2
"84_81",65,2,0,0,2
"70_50",65,0,0,0,0
"15_10",65,0,0,0,0
"14_50",65,1,0,0,1
"74_86",65,0,0,0,0
"34_21",65,0,0,0,0
"73_6",65,0,0,0,0
"49_57",65,2,0,0,2
"73_51",65,2,0,0,2
"24_32",65,0,0,0,0
"68_50",65,0,0,0,0
"8_16",65,2,0,0,2
"82_67",65,0,0,0,0
"52_77",65,0,0,0,0
"36_72",65,0,1,0,1
"48_44",65,0,0,0,0
"33_50",65,0,0,0,0
"30_79",65,1,0,0,1
"84_66",65,1,0,0,1
"76_83",65,2,0,0,2
"45_77",65,0,0,0,0
"86_44",65,0,0,0,0
"24_29",64,0,0,1,1
"22_29",65,0,1,0,1
"16_75",65,0,0,0,0
"84_80",65,0,0,0,0
"41_83",65,0,0,0,0
"52_6",65,0,0,0,0
"56_81",65,0,0,0,0
"85_50",64,1,0,1,2
"17_66",65,0,0,0,0
"23_69",65,0,0,0,0
"36_87",65,1,0,0,1
"54_73",65,0,0,0,0
"45_33",65,1,0,0,1
"45_8",65,1,0,0,1
"82_10",65,0,0,0,0
"42_47",65,0,0,0,0
"51_25",65,0,0,0,0
"1_59",65,0,0,0,0
"78_21",63,0,0,2,2
"24_17",65,0,0,0,0
"48_31",65,0,0,0,0
"63_88",65,0,0,0,0
"73_7",65,0,0,0,0
"59_90",65,2,0,0,2
"79_3",65,0,0,0,0
"42_50",65,0,0,0,0
"48_87",65,0,0,0,0
"47_34",65,0,0,0,0
"41_66",65,0,0,0,0
"84_79",65,1,0,0,1
"21_91",65,1,1,0,2
"18_76",65,0,0,0,0
"1_39",65,0,0,0,0
"52_38",65,2,0,0,2
"16_91",65,0,0,0,0
"9_80",65,1,0,0,1
"20_79",65,0,0,0,0
"8_45",65,1,0,0,1
"56_28",65,0,0,0,0
"74_76",65,0,0,0,0
"79_33",65,0,1,0,1
"68_74",65,0,0,0,0
"44_70",65,0,0,0,0
"91_18",65,0,0,0,0
"72_43",65,0,0,0,0
"49_88",65,0,0,0,0
"11_78",65,2,0,0,2
"51_22",65,0,0,0,0
"11_32",65,0,0,0,0
"84_8",65,0,0,0,0
"5_90",65,0,0,0,0
"55_61",65,0,0,0,0
"6_24",65,1,0,0,1
"12_51",65,1,0,0,1
"21_60",65,1,0,0,1
"7_18",65,0,0,0,0
"82_18",65,2,0,0,2
"57_10",65,2,0,0,2
"10_70",65,0,0,0,0
"76_88",65,0,0,0,0
"18_64",65,0,0,0,0
"5_45",65,2,0,0,2
"10_8",65,1,0,0,1
"60_74",65,0,0,0,0
"81_64",65,0,0,0,0
"76_20",65,1,0,0,1
"19_80",65,0,0,0,0
"84_67",65,0,0,0,0
"36_74",65,2,0,0,2
"46_56",65,0,0,0,0
"40_6",65,0,0,0,0
"70_21",65,0,0,0,0
"77_34",65,0,0,0,0
"59_17",65,0,0,0,0
"59_68",65,0,0,0,0
"80_26",65,0,0,0,0
"67_28",65,0,0,0,0
"79_16",65,0,0,0,0
"51_38",65,0,0,0,0
"34_63",65,0,0,0,0
"54_8",65,0,0,0,0
"60_77",65,0,0,0,0
"87_6",65,0,0,0,0
"28_50",65,1,0,0,1
"53_40",65,2,0,0,2
"52_58",65,0,0,0,0
"72_62",65,0,0,0,0
"64_79",65,0,0,0,0
"25_16",65,0,0,0,0
"48_16",65,0,0,0,0
"53_74",65,1,0,0,1
"18_63",65,0,0,0,0
"91_80",65,0,0,0,0
"83_66",65,1,0,0,1
"73_35",65,1,0,0,1
"57_4",65,0,0,0,0
"17_72",65,0,0,0,0
"23_79",65,0,0,0,0
"55_56",65,0,0,0,0
"62_12",65,0,0,0,0
"47_39",65,0,0,0,0
"17_30",65,0,0,0,0
"84_45",65,0,0,0,0
"15_56",64,1,0,1,2
"63_10",65,2,0,0,2
"37_66",65,0,0,0,0
"33_18",65,0,0,0,0
"23_12",65,0,0,0,0
"84_44",65,0,0,0,0
"16_90",65,1,0,0,1
"65_57",65,0,0,0,0
"77_44",66,0,1,0,1
"10_6",65,0,0,0,0
"75_29",65,2,0,0,2
"54_90",65,2,0,0,2
"51_60",65,0,0,0,0
"16_60",65,0,0,0,0
"45_71",65,1,0,0,1
"32_12",65,0,0,0,0
"17_17",65,0,0,0,0
"35_73",65,0,0,0,0
"28_4",65,0,0,0,0
"24_36",65,1,0,0,1
"16_6",65,0,0,0,0
"56_10",65,0,0,0,0
"57_66",65,1,0,0,1
"69_79",65,0,0,0,0
"4_44",65,0,0,0,0
"62_64",65,1,0,0,1
"47_46",65,0,0,0,0
"81_70",65,0,0,0,0
"77_33",65,0,0,0,0
"60_24",65,0,0,0,0
"22_90",65,0,1,0,1
"84_77",65,0,0,0,0
"73_80",65,1,0,0,1
"43_32",65,0,0,0,0
"12_56",65,0,0,0,0
"11_6",65,0,0,0,0
"55_1",65,0,0,0,0
"21_47",65,0,0,0,0
"79_42",65,0,0,0,0
"50_80",65,1,0,0,1
"5_70",65,0,0,0,0
"23_60",65,1,0,0,1
"39_33",65,0,0,0,0
"23_15",65,0,0,0,0
"7_82",65,1,0,0,1
"50_55",65,1,0,0,1
"67_85",65,1,0,0,1
"80_12",65,0,0,0,0
"14_87",65,0,0,0,0
"6_34",65,0,0,0,0
"69_89",65,0,0,0,0
"23_7",65,0,0,0,0
"17_50",65,0,1,0,1
"8_47",65,0,0,0,0
"18_67",65,0,0,0,0
"31_50",65,1,0,0,1
"85_60",65,1,0,0,1
"11_39",65,1,0,0,1
"89_2",65,0,0,0,0
"18_7",65,1,0,0,1
"66_89",65,1,0,0,1
"34_45",65,0,0,0,0
"18_43",65,0,0,0,0
"40_9",65,0,0,0,0
"6_76",65,0,0,0,0
"28_16",65,0,0,0,0
"84_30",65,2,0,0,2
"34_56",65,0,0,0,0
"31_79",65,0,0,0,0
"7_28",65,1,0,0,1
"50_48",65,0,0,0,0
"2_64",65,0,0,0,0
"52_11",65,0,0,0,0
"52_84",65,2,0,0,2
"65_77",65,0,0,0,0
"62_53",65,0,0,0,0
"43_40",65,0,1,0,1
"16_40",65,0,0,0,0
"12_40",65,1,1,0,2
"37_14",65,0,0,0,0
"53_67",65,0,0,0,0
"43_32",65,1,0,0,1
"53_74",65,0,0,0,0
"8_45",65,0,0,0,0
"11_18",64,0,0,1,1
"10_59",65,0,0,0,0
"54_47",65,0,0,0,0
"89_40",65,0,0,0,0
"5_57",65,1,0,0,1
"79_64",65,0,0,0,0
"41_2",65,1,0,0,1
"78_42",65,0,0,0,0
"62_42",65,0,0,0,0
"87_29",65,1,0,0,1
"6_82",65,2,0,0,2
"29_4",65,0,0,0,0
"90_65",65,0,0,0,0
"44_7",65,0,0,0,0
"41_34",65,0,0,0,0
"79_76",65,0,0,0,0
"81_4",65,0,0,0,0
"15_79",65,0,0,0,0
"63_69",65,2,0,0,2
"54_72",65,1,0,0,1
"83_61",65,0,0,0,0
"46_63",65,0,0,0,0
"24_41",65,0,0,0,0
"50_24",65,0,0,0,0
"12_90",65,0,0,0,0
"9_40",65,0,0,0,0
"86_25",65,2,0,0,2
"17_81",65,0,0,0,0
"63_61",65,1,0,0,1
"31_4",65,0,0,0,0
"36_2",65,0,0,0,0
"60_91",65,0,0,0,0
"6_43",65,0,0,0,0
"63_60",65,0,0,0,0
"17_1",65,0,0,0,0
"31_56",65,0,0,0,0
"90_81",65,1,0,0,1
"67_1",65,0,0,0,0
"12_19",65,0,0,0,0
"52_75",65,0,0,0,0
"39_79",65,0,0,0,0
"69_73",65,1,0,0,1
"52_7",63,0,0,2,2
"78_33",65,1,0,0,1
"63_55",65,1,0,0,1
"22_79",65,0,0,0,0
"83_83",65,1,0,0,1
"73_67",65,1,1,0,2
"8_21",65,2,0,0,2
"6_53",65,0,0,0,0
"91_88",65,0,0,0,0
"11_18",65,0,0,0,0
"9_85",65,0,0,0,0
"18_40",65,0,0,0,0
"60_51",65,1,0,0,1
"23_57",65,0,0,0,0
"40_85",65,0,0,0,0
"9_74",65,0,0,0,0
"47_61",65,0,0,0,0
"49_32",65,1,0,0,1
"84_18",65,0,0,0,0
"43_37",65,2,0,0,2
"21_83",65,0,0,0,0
"23_45",65,2,0,0,2
"33_40",65,2,0,0,2
"1_57",65,1,0,0,1
"55_46",65,0,0,0,0
"38_73",65,1,0,0,1
"91_31",65,1,0,0,1
"63_12",65,1,0,0,1
"24_6",65,0,0,0,0
"15_12",65,0,0,0,0
"10_3",65,0,0,0,0
"24_1",65,0,0,0,0
"69_87",65,0,0,0,0
"90_79",65,0,0,0,0
"75_1",65,1,0,0,1
"56_64",65,0,0,0,0
"69_85",65,0,0,0,0
"18_39",65,0,0,0,0
"46_14",65,0,0,0,0
"41_86",65,0,0,0,0
"30_8",65,1,0,0,1
"52_22",65,0,0,0,0
"27_64",65,0,0,0,0
"14_35",65,1,0,0,1
"14_14",65,0,0,0,0
"45_35",65,0,0,0,0
"21_65",65,1,0,0,1
"48_42",65,0,0,0,0
"14_81",65,0,0,0,0
"56_63",65,0,0,0,0
"62_12",65,0,0,0,0
"74_19",65,0,0,0,0
"46_29",65,1,0,0,1
"39_27",65,0,0,0,0
"77_10",65,0,0,0,0
"4_43",65,1,0,0,1
"17_80",65,1,0,0,1
"87_24",65,2,0,0,2
"79_84",65,0,0,0,0
"41_15",65,0,0,0,0
"90_62",65,0,0,0,0
"66_62",65,1,0,0,1
"90_41",65,0,0,0,0
"10_61",65,0,0,0,0
"1_49",65,2,0,0,2
"44_42",65,1,0,0,1
"78_6",65,0,0,0,0
"18_67",65,0,0,0,0
"1_29",65,0,1,0,1
"89_88",65,1,0,0,1
"32_39",63,0,0,2,2
"54_40",65,2,0,0,2
"77_76",65,0,0,0,0
"24_90",65,0,0,0,0
"34_72",65,0,0,0,0
"67_63",65,0,0,0,0
"14_3",65,0,0,0,0
"38_72",65,0,0,0,0
"55_91",65,0,0,0,0
"80_5",65,0,0,0,0
"30_16",65,0,0,0,0
"51_9",65,0,0,0,0
"46_29",65,0,0,0,0
"54_81",65,0,0,0,0
"21_12",65,0,0,0,0
"75_38",65,1,0,0,1
"52_26",65,2,0,0,2
"72_75",65,0,0,0,0
"88_37",65,0,0,0,0
"73_62",65,0,0,0,0
"45_41",65,1,0,0,1
"32_83",64,1,0,1,2
"11_45",65,2,0,0,2
"71_25",65,0,0,0,0
"48_52",65,0,0,0,0
"75_65",65,0,0,0,0
"61_6",65,0,0,0,0
"23_30",65,0,0,0,0
"50_60",65,0,0,0,0
"74_12",65,0,0,0,0
"24_74",65,0,0,0,0
"48_59",65,0,0,0,0
"74_73",65,0,0,0,0
"17_23",65,1,0,0,1
"67_42",65,1,0,0,1
"49_60",65,0,0,0,0
"70_19",65,0,0,0,0
"67_64",65,2,0,0,2
"6_60",65,0,0,0,0
"27_40",65,0,0,0,0
"11_39",65,0,0,0,0
"7_89",65,0,0,0,0
"51_63",65,0,0,0,0
"68_7",65,0,0,0,0
"6_40",65,0,0,0,0
"80_87",65,0,0,0,0
"38_33",65,0,0,0,0
"17_11",65,0,0,0,0
"25_89",65,2,0,0,2
"12_24",65,1,0,0,1
"83_83",65,1,0,0,1
"90_53",65,0,0,0,0
"67_5",65,2,0,0,2
"49_37",65,0,0,0,0
"19_53",65,0,0,0,0
"20_72",65,1,0,0,1
"1_53",65,0,0,0,0
"37_22",65,0,0,0,0
"44_39",65,0,0,0,0
"83_67",65,0,0,0,0
"80_5",65,0,0,0,0
"68_14",65,2,0,0,2
"70_70",65,1,0,0,1
"82_89",65,1,0,0,1
"70_38",65,0,0,0,0
"71_5",65,0,0,0,0
"76_4",65,0,0,0,0
"49_18",65,0,0,0,0
"57_18",65,0,0,0,0
"77_68",65,2,0,0,2
"9_65",65,0,0,0,0
