"key1","key2","name1","type1","name2","type2","guide","example_d0","example_p12"
80,17,"Suv39h1-1","experimental","Brd9-1","experimental","80_17",38,1
81,17,"Suv39h1-2","experimental","Brd9-1","experimental","81_17",31,0
82,17,"Suv39h1-3","experimental","Brd9-1","experimental","82_17",38,5
83,17,"Suv420h1-1","experimental","Brd9-1","experimental","83_17",35,1
84,17,"Suv420h1-2","experimental","Brd9-1","experimental","84_17",44,1
85,17,"Suv420h1-3","experimental","Brd9-1","experimental","85_17",20,1
86,17,"Trim28-1","experimental","Brd9-1","experimental","86_17",21,2
87,17,"Trim28-2","experimental","Brd9-1","experimental","87_17",41,0
88,17,"Trim28-3","experimental","Brd9-1","experimental","88_17",10,2
89,17,"Whsc1-1","experimental","Brd9-1","experimental","89_17",16,10
90,17,"Whsc1-2","experimental","Brd9-1","experimental","90_17",54,11
91,17,"Whsc1-3","experimental","Brd9-1","experimental","91_17",16,7
1,18,"Ano9-1","negative","Brd9-2","experimental","1_18",24,0
2,18,"Ano9-2","negative","Brd9-2","experimental","2_18",14,0
3,18,"Bace-1","negative","Brd9-2","experimental","3_18",1,0
4,18,"Bace-2","negative","Brd9-2","experimental","4_18",27,3
5,18,"Brd1-1","experimental","Brd9-2","experimental","5_18",26,0
6,18,"Brd1-2","experimental","Brd9-2","experimental","6_18",21,0
7,18,"Brd1-3","experimental","Brd9-2","experimental","7_18",30,0
8,18,"Brd2-1","experimental","Brd9-2","experimental","8_18",29,0
9,18,"Brd2-2","experimental","Brd9-2","experimental","9_18",14,0
10,18,"Brd2-3","experimental","Brd9-2","experimental","10_18",53,0
11,18,"Brd4-1","positive","Brd9-2","experimental","11_18",23,0
12,18,"Brd4-2","positive","Brd9-2","experimental","12_18",32,0
13,18,"Brd4-3","positive","Brd9-2","experimental","13_18",0,0
14,18,"Brd8-1","experimental","Brd9-2","experimental","14_18",36,0
15,18,"Brd8-2","experimental","Brd9-2","experimental","15_18",31,2
16,18,"Brd8-3","experimental","Brd9-2","experimental","16_18",27,16
17,18,"Brd9-1","experimental","Brd9-2","experimental","17_18",35,17
18,18,"Brd9-2","experimental","Brd9-2","experimental","18_18",36,0
19,18,"Brd9-3","experimental","Brd9-2","experimental","19_18",38,1
20,18,"Brpf1-1","experimental","Brd9-2","experimental","20_18",26,1
21,18,"Brpf1-2","experimental","Brd9-2","experimental","21_18",19,2
22,18,"Brpf1-3","experimental","Brd9-2","experimental","22_18",31,5
23,18,"Dcc-1","negative","Brd9-2","experimental","23_18",37,1
24,18,"Dcc-2","negative","Brd9-2","experimental","24_18",40,2
25,18,"Ehmt1-1","experimental","Brd9-2","experimental","25_18",23,2
26,18,"Ehmt1-2","experimental","Brd9-2","experimental","26_18",11,0
27,18,"Ehmt1-3","experimental","Brd9-2","experimental","27_18",30,0
28,18,"Ehmt2-1","experimental","Brd9-2","experimental","28_18",29,0
29,18,"Ehmt2-2","experimental","Brd9-2","experimental","29_18",16,0
30,18,"Ehmt2-3","experimental","Brd9-2","experimental","30_18",17,1
31,18,"Esrrb-1","negative","Brd9-2","experimental","31_18",28,0
32,18,"Esrrb-2","negative","Brd9-2","experimental","32_18",26,7
33,18,"Fev-1","negative","Brd9-2","experimental","33_18",37,2
34,18,"Fev-2","negative","Brd9-2","experimental","34_18",28,1
35,18,"Irx1-1","negative","Brd9-2","experimental","35_18",15,1
36,18,"Irx1-2","negative","Brd9-2","experimental","36_18",18,2
37,18,"Htr2c-1","negative","Brd9-2","experimental","37_18",16,3
38,18,"Htr2c-2","negative","Brd9-2","experimental","38_18",23,2
39,18,"Jarid2-1","experimental","Brd9-2","experimental","39_18",16,6
40,18,"Jarid2-2","experimental","Brd9-2","experimental","40_18",38,8
41,18,"Jarid2-3","experimental","Brd9-2","experimental","41_18",19,1
42,18,"Jmjd6-1","experimental","Brd9-2","experimental","42_18",20,0
43,18,"Jmjd6-2","experimental","Brd9-2","experimental","43_18",30,3
44,18,"Jmjd6-3","experimental","Brd9-2","experimental","44_18",27,0
45,18,"Kdm2a-1","experimental","Brd9-2","experimental","45_18",37,0
46,18,"Kdm2a-2","experimental","Brd9-2","experimental","46_18",37,3
47,18,"Kdm2a-3","experimental","Brd9-2","experimental","47_18",28,4
48,18,"Kdm4a-1","experimental","Brd9-2","experimental","48_18",46,0
49,18,"Kdm4a-2","experimental","Brd9-2","experimental","49_18",28,0
50,18,"Kdm4a-3","experimental","Brd9-2","experimental","50_18",31,3
51,18,"Lama1-1","negative","Brd9-2","experimental","51_18",32,1
52,18,"Lama1-2","negative","Brd9-2","experimental","52_18",27,1
53,18,"Moz-1","experimental","Brd9-2","experimental","53_18",51,0
54,18,"Moz-2","experimental","Brd9-2","experimental","54_18",30,0
55,18,"Moz-3","experimental","Brd9-2","experimental","55_18",26,0
56,18,"Ncoa2-1","experimental","Brd9-2","experimental","56_18",42,3
57,18,"Ncoa2-2","experimental","Brd9-2","experimental","57_18",22,0
58,18,"Ncoa2-3","experimental","Brd9-2","experimental","58_18",0,0
59,18,"Ncoa3-1","experimental","Brd9-2","experimental","59_18",35,1
60,18,"Ncoa3-2","experimental","Brd9-2","experimental","60_18",64,1
61,18,"Ncoa3-3","experimental","Brd9-2","experimental","61_18",20,2
62,18,"Nmu-1","negative","Brd9-2","experimental","62_18",39,4
63,18,"Nmu-2","negative","Brd9-2","experimental","63_18",27,3
64,18,"Opn4-1","negative","Brd9-2","experimental","64_18",37,3
65,18,"Opn4-2","negative","Brd9-2","experimental","65_18",39,20
66,18,"Rosa21-1","negative","Brd9-2","experimental","66_18",17,2
67,18,"Rosa26-2","negative","Brd9-2","experimental","67_18",28,5
68,18,"Rpa3-1","positive","Brd9-2","experimental","68_18",35,0
69,18,"Rpa3-2","positive","Brd9-2","experimental","69_18",33,0
70,18,"Rpa3-3","positive","Brd9-2","experimental","70_18",44,0
71,18,"Setd2-1","experimental","Brd9-2","experimental","71_18",40,0
72,18,"Setd2-2","experimental","Brd9-2","experimental","72_18",19,0
73,18,"Setd2-3","experimental","Brd9-2","experimental","73_18",40,0
74,18,"Setd5-1","experimental","Brd9-2","experimental","74_18",29,0
75,18,"Setd5-2","experimental","Brd9-2","experimental","75_18",19,0
76,18,"Setd5-3","experimental","Brd9-2","experimental","76_18",34,1
77,18,"Sirt1-1","experimental","Brd9-2","experimental","77_18",60,10
78,18,"Sirt1-2","experimental","Brd9-2","experimental","78_18",47,3
79,18,"Sirt1-3","experimental","Brd9-2","experimental","79_18",52,18
80,18,"Suv39h1-1","experimental","Brd9-2","experimental","80_18",35,0
81,18,"Suv39h1-2","experimental","Brd9-2","experimental","81_18",30,0
82,18,"Suv39h1-3","experimental","Brd9-2","experimental","82_18",39,1
83,18,"Suv420h1-1","experimental","Brd9-2","experimental","83_18",34,0
84,18,"Suv420h1-2","experimental","Brd9-2","experimental","84_18",40,0
85,18,"Suv420h1-3","experimental","Brd9-2","experimental","85_18",28,0
86,18,"Trim28-1","experimental","Brd9-2","experimental","86_18",11,0
87,18,"Trim28-2","experimental","Brd9-2","experimental","87_18",15,0
88,18,"Trim28-3","experimental","Brd9-2","experimental","88_18",19,0
89,18,"Whsc1-1","experimental","Brd9-2","experimental","89_18",26,0
90,18,"Whsc1-2","experimental","Brd9-2","experimental","90_18",27,1
91,18,"Whsc1-3","experimental","Brd9-2","experimental","91_18",38,3
1,19,"Ano9-1","negative","Brd9-3","experimental","1_19",23,0
2,19,"Ano9-2","negative","Brd9-3","experimental","2_19",9,0
3,19,"Bace-1","negative","Brd9-3","experimental","3_19",1,0
4,19,"Bace-2","negative","Brd9-3","experimental","4_19",21,0
5,19,"Brd1-1","experimental","Brd9-3","experimental","5_19",23,1
6,19,"Brd1-2","experimental","Brd9-3","experimental","6_19",15,0
7,19,"Brd1-3","experimental","Brd9-3","experimental","7_19",24,0
8,19,"Brd2-1","experimental","Brd9-3","experimental","8_19",23,0
9,19,"Brd2-2","experimental","Brd9-3","experimental","9_19",19,0
10,19,"Brd2-3","experimental","Brd9-3","experimental","10_19",23,0
11,19,"Brd4-1","positive","Brd9-3","experimental","11_19",18,0
12,19,"Brd4-2","positive","Brd9-3","experimental","12_19",28,0
13,19,"Brd4-3","positive","Brd9-3","experimental","13_19",0,0
14,19,"Brd8-1","experimental","Brd9-3","experimental","14_19",31,0
15,19,"Brd8-2","experimental","Brd9-3","experimental","15_19",26,0
16,19,"Brd8-3","experimental","Brd9-3","experimental","16_19",20,2
17,19,"Brd9-1","experimental","Brd9-3","experimental","17_19",45,3
18,19,"Brd9-2","experimental","Brd9-3","experimental","18_19",35,0
19,19,"Brd9-3","experimental","Brd9-3","experimental","19_19",29,0
20,19,"Brpf1-1","experimental","Brd9-3","experimental","20_19",23,1
21,19,"Brpf1-2","experimental","Brd9-3","experimental","21_19",13,0
22,19,"Brpf1-3","experimental","Brd9-3","experimental","22_19",29,0
23,19,"Dcc-1","negative","Brd9-3","experimental","23_19",35,2
24,19,"Dcc-2","negative","Brd9-3","experimental","24_19",30,3
25,19,"Ehmt1-1","experimental","Brd9-3","experimental","25_19",14,2
26,19,"Ehmt1-2","experimental","Brd9-3","experimental","26_19",13,0
27,19,"Ehmt1-3","experimental","Brd9-3","experimental","27_19",17,0
28,19,"Ehmt2-1","experimental","Brd9-3","experimental","28_19",17,0
29,19,"Ehmt2-2","experimental","Brd9-3","experimental","29_19",22,0
30,19,"Ehmt2-3","experimental","Brd9-3","experimental","30_19",23,0
31,19,"Esrrb-1","negative","Brd9-3","experimental","31_19",17,0
32,19,"Esrrb-2","negative","Brd9-3","experimental","32_19",28,1
33,19,"Fev-1","negative","Brd9-3","experimental","33_19",20,3
34,19,"Fev-2","negative","Brd9-3","experimental","34_19",48,0
35,19,"Irx1-1","negative","Brd9-3","experimental","35_19",7,0
36,19,"Irx1-2","negative","Brd9-3","experimental","36_19",18,0
37,19,"Htr2c-1","negative","Brd9-3","experimental","37_19",20,0
38,19,"Htr2c-2","negative","Brd9-3","experimental","38_19",9,1
39,19,"Jarid2-1","experimental","Brd9-3","experimental","39_19",18,0
40,19,"Jarid2-2","experimental","Brd9-3","experimental","40_19",22,0
41,19,"Jarid2-3","experimental","Brd9-3","experimental","41_19",28,0
42,19,"Jmjd6-1","experimental","Brd9-3","experimental","42_19",14,0
43,19,"Jmjd6-2","experimental","Brd9-3","experimental","43_19",14,1
44,19,"Jmjd6-3","experimental","Brd9-3","experimental","44_19",13,0
45,19,"Kdm2a-1","experimental","Brd9-3","experimental","45_19",30,0
46,19,"Kdm2a-2","experimental","Brd9-3","experimental","46_19",35,0
47,19,"Kdm2a-3","experimental","Brd9-3","experimental","47_19",27,0
48,19,"Kdm4a-1","experimental","Brd9-3","experimental","48_19",47,1
49,19,"Kdm4a-2","experimental","Brd9-3","experimental","49_19",24,1
50,19,"Kdm4a-3","experimental","Brd9-3","experimental","50_19",31,0
51,19,"Lama1-1","negative","Brd9-3","experimental","51_19",21,0
52,19,"Lama1-2","negative","Brd9-3","experimental","52_19",25,0
53,19,"Moz-1","experimental","Brd9-3","experimental","53_19",28,3
54,19,"Moz-2","experimental","Brd9-3","experimental","54_19",31,0
55,19,"Moz-3","experimental","Brd9-3","experimental","55_19",30,0
56,19,"Ncoa2-1","experimental","Brd9-3","experimental","56_19",27,2
57,19,"Ncoa2-2","experimental","Brd9-3","experimental","57_19",15,0
58,19,"Ncoa2-3","experimental","Brd9-3","experimental","58_19",0,0
59,19,"Ncoa3-1","experimental","Brd9-3","experimental","59_19",27,2
60,19,"Ncoa3-2","experimental","Brd9-3","experimental","60_19",21,1
61,19,"Ncoa3-3","experimental","Brd9-3","experimental","61_19",5,0
62,19,"Nmu-1","negative","Brd9-3","experimental","62_19",24,0
63,19,"Nmu-2","negative","Brd9-3","experimental","63_19",10,0
64,19,"Opn4-1","negative","Brd9-3","experimental","64_19",18,1
65,19,"Opn4-2","negative","Brd9-3","experimental","65_19",28,6
66,19,"Rosa21-1","negative","Brd9-3","experimental","66_19",12,0
67,19,"Rosa26-2","negative","Brd9-3","experimental","67_19",19,1
68,19,"Rpa3-1","positive","Brd9-3","experimental","68_19",12,0
69,19,"Rpa3-2","positive","Brd9-3","experimental","69_19",33,0
70,19,"Rpa3-3","positive","Brd9-3","experimental","70_19",36,0
71,19,"Setd2-1","experimental","Brd9-3","experimental","71_19",19,3
72,19,"Setd2-2","experimental","Brd9-3","experimental","72_19",24,0
73,19,"Setd2-3","experimental","Brd9-3","experimental","73_19",27,0
74,19,"Setd5-1","experimental","Brd9-3","experimental","74_19",24,0
75,19,"Setd5-2","experimental","Brd9-3","experimental","75_19",15,0
76,19,"Setd5-3","experimental","Brd9-3","experimental","76_19",20,0
77,19,"Sirt1-1","experimental","Brd9-3","experimental","77_19",42,0
78,19,"Sirt1-2","experimental","Brd9-3","experimental","78_19",37,1
79,19,"Sirt1-3","experimental","Brd9-3","experimental","79_19",31,0
80,19,"Suv39h1-1","experimental","Brd9-3","experimental","80_19",34,0
81,19,"Suv39h1-2","experimental","Brd9-3","experimental","81_19",14,0
82,19,"Suv39h1-3","experimental","Brd9-3","experimental","82_19",26,0
83,19,"Suv420h1-1","experimental","Brd9-3","experimental","83_19",25,0
84,19,"Suv420h1-2","experimental","Brd9-3","experimental","84_19",26,0
85,19,"Suv420h1-3","experimental","Brd9-3","experimental","85_19",18,0
86,19,"Trim28-1","experimental","Brd9-3","experimental","86_19",16,0
87,19,"Trim28-2","experimental","Brd9-3","experimental","87_19",10,0
88,19,"Trim28-3","experimental","Brd9-3","experimental","88_19",14,0
89,19,"Whsc1-1","experimental","Brd9-3","experimental","89_19",16,1
90,19,"Whsc1-2","experimental","Brd9-3","experimental","90_19",36,18
91,19,"Whsc1-3","experimental","Brd9-3","experimental","91_19",28,1
1,20,"Ano9-1","negative","Brpf1-1","experimental","1_20",19,5
2,20,"Ano9-2","negative","Brpf1-1","experimental","2_20",6,0
3,20,"Bace-1","negative","Brpf1-1","experimental","3_20",0,0
4,20,"Bace-2","negative","Brpf1-1","experimental","4_20",25,7
5,20,"Brd1-1","experimental","Brpf1-1","experimental","5_20",30,2
6,20,"Brd1-2","experimental","Brpf1-1","experimental","6_20",21,3
7,20,"Brd1-3","experimental","Brpf1-1","experimental","7_20",27,0
8,20,"Brd2-1","experimental","Brpf1-1","experimental","8_20",18,0
9,20,"Brd2-2","experimental","Brpf1-1","experimental","9_20",20,2
10,20,"Brd2-3","experimental","Brpf1-1","experimental","10_20",23,4
11,20,"Brd4-1","positive","Brpf1-1","experimental","11_20",13,1
12,20,"Brd4-2","positive","Brpf1-1","experimental","12_20",16,0
13,20,"Brd4-3","positive","Brpf1-1","experimental","13_20",0,0
14,20,"Brd8-1","experimental","Brpf1-1","experimental","14_20",13,0
15,20,"Brd8-2","experimental","Brpf1-1","experimental","15_20",21,1
16,20,"Brd8-3","experimental","Brpf1-1","experimental","16_20",27,12
17,20,"Brd9-1","experimental","Brpf1-1","experimental","17_20",25,1
18,20,"Brd9-2","experimental","Brpf1-1","experimental","18_20",28,0
19,20,"Brd9-3","experimental","Brpf1-1","experimental","19_20",14,0
20,20,"Brpf1-1","experimental","Brpf1-1","experimental","20_20",12,14
21,20,"Brpf1-2","experimental","Brpf1-1","experimental","21_20",13,3
22,20,"Brpf1-3","experimental","Brpf1-1","experimental","22_20",13,5
23,20,"Dcc-1","negative","Brpf1-1","experimental","23_20",10,2
24,20,"Dcc-2","negative","Brpf1-1","experimental","24_20",25,13
25,20,"Ehmt1-1","experimental","Brpf1-1","experimental","25_20",12,0
26,20,"Ehmt1-2","experimental","Brpf1-1","experimental","26_20",6,3
27,20,"Ehmt1-3","experimental","Brpf1-1","experimental","27_20",22,0
28,20,"Ehmt2-1","experimental","Brpf1-1","experimental","28_20",10,1
29,20,"Ehmt2-2","experimental","Brpf1-1","experimental","29_20",9,0
30,20,"Ehmt2-3","experimental","Brpf1-1","experimental","30_20",16,1
31,20,"Esrrb-1","negative","Brpf1-1","experimental","31_20",16,0
32,20,"Esrrb-2","negative","Brpf1-1","experimental","32_20",26,0
33,20,"Fev-1","negative","Brpf1-1","experimental","33_20",11,1
34,20,"Fev-2","negative","Brpf1-1","experimental","34_20",15,8
35,20,"Irx1-1","negative","Brpf1-1","experimental","35_20",11,4
36,20,"Irx1-2","negative","Brpf1-1","experimental","36_20",12,3
37,20,"Htr2c-1","negative","Brpf1-1","experimental","37_20",12,3
38,20,"Htr2c-2","negative","Brpf1-1","experimental","38_20",15,5
39,20,"Jarid2-1","experimental","Brpf1-1","experimental","39_20",14,2
40,20,"Jarid2-2","experimental","Brpf1-1","experimental","40_20",27,13
41,20,"Jarid2-3","experimental","Brpf1-1","experimental","41_20",24,8
42,20,"Jmjd6-1","experimental","Brpf1-1","experimental","42_20",7,7
43,20,"Jmjd6-2","experimental","Brpf1-1","experimental","43_20",17,3
44,20,"Jmjd6-3","experimental","Brpf1-1","experimental","44_20",19,0
45,20,"Kdm2a-1","experimental","Brpf1-1","experimental","45_20",28,7
46,20,"Kdm2a-2","experimental","Brpf1-1","experimental","46_20",20,3
47,20,"Kdm2a-3","experimental","Brpf1-1","experimental","47_20",18,5
48,20,"Kdm4a-1","experimental","Brpf1-1","experimental","48_20",34,9
49,20,"Kdm4a-2","experimental","Brpf1-1","experimental","49_20",22,2
50,20,"Kdm4a-3","experimental","Brpf1-1","experimental","50_20",34,3
51,20,"Lama1-1","negative","Brpf1-1","experimental","51_20",18,7
52,20,"Lama1-2","negative","Brpf1-1","experimental","52_20",35,6
53,20,"Moz-1","experimental","Brpf1-1","experimental","53_20",35,5
54,20,"Moz-2","experimental","Brpf1-1","experimental","54_20",16,4
55,20,"Moz-3","experimental","Brpf1-1","experimental","55_20",19,2
56,20,"Ncoa2-1","experimental","Brpf1-1","experimental","56_20",28,5
57,20,"Ncoa2-2","experimental","Brpf1-1","experimental","57_20",8,2
58,20,"Ncoa2-3","experimental","Brpf1-1","experimental","58_20",0,0
59,20,"Ncoa3-1","experimental","Brpf1-1","experimental","59_20",21,2
60,20,"Ncoa3-2","experimental","Brpf1-1","experimental","60_20",30,4
61,20,"Ncoa3-3","experimental","Brpf1-1","experimental","61_20",15,7
62,20,"Nmu-1","negative","Brpf1-1","experimental","62_20",25,12
63,20,"Nmu-2","negative","Brpf1-1","experimental","63_20",18,4
64,20,"Opn4-1","negative","Brpf1-1","experimental","64_20",13,5
65,20,"Opn4-2","negative","Brpf1-1","experimental","65_20",24,13
66,20,"Rosa21-1","negative","Brpf1-1","experimental","66_20",12,11
67,20,"Rosa26-2","negative","Brpf1-1","experimental","67_20",28,5
68,20,"Rpa3-1","positive","Brpf1-1","experimental","68_20",17,2
69,20,"Rpa3-2","positive","Brpf1-1","experimental","69_20",21,0
70,20,"Rpa3-3","positive","Brpf1-1","experimental","70_20",45,4
71,20,"Setd2-1","experimental","Brpf1-1","experimental","71_20",18,0
72,20,"Setd2-2","experimental","Brpf1-1","experimental","72_20",26,0
73,20,"Setd2-3","experimental","Brpf1-1","experimental","73_20",33,0
74,20,"Setd5-1","experimental","Brpf1-1","experimental","74_20",27,1
75,20,"Setd5-2","experimental","Brpf1-1","experimental","75_20",17,1
76,20,"Setd5-3","experimental","Brpf1-1","experimental","76_20",18,2
77,20,"Sirt1-1","experimental","Brpf1-1","experimental","77_20",35,11
78,20,"Sirt1-2","experimental","Brpf1-1","experimental","78_20",22,7
79,20,"Sirt1-3","experimental","Brpf1-1","experimental","79_20",25,4
80,20,"Suv39h1-1","experimental","Brpf1-1","experimental","80_20",22,5
81,20,"Suv39h1-2","experimental","Brpf1-1","experimental","81_20",19,2
82,20,"Suv39h1-3","experimental","Brpf1-1","experimental","82_20",20,4
83,20,"Suv420h1-1","experimental","Brpf1-1","experimental","83_20",25,0
84,20,"Suv420h1-2","experimental","Brpf1-1","experimental","84_20",32,5
85,20,"Suv420h1-3","experimental","Brpf1-1","experimental","85_20",18,3
86,20,"Trim28-1","experimental","Brpf1-1","experimental","86_20",16,0
87,20,"Trim28-2","experimental","Brpf1-1","experimental","87_20",12,0
88,20,"Trim28-3","experimental","Brpf1-1","experimental","88_20",15,0
89,20,"Whsc1-1","experimental","Brpf1-1","experimental","89_20",18,2
90,20,"Whsc1-2","experimental","Brpf1-1","experimental","90_20",23,6
91,20,"Whsc1-3","experimental","Brpf1-1","experimental","91_20",9,2
1,21,"Ano9-1","negative","Brpf1-2","experimental","1_21",19,5
2,21,"Ano9-2","negative","Brpf1-2","experimental","2_21",10,2
3,21,"Bace-1","negative","Brpf1-2","experimental","3_21",0,0
4,21,"Bace-2","negative","Brpf1-2","experimental","4_21",18,3
5,21,"Brd1-1","experimental","Brpf1-2","experimental","5_21",21,3
6,21,"Brd1-2","experimental","Brpf1-2","experimental","6_21",13,2
7,21,"Brd1-3","experimental","Brpf1-2","experimental","7_21",24,1
8,21,"Brd2-1","experimental","Brpf1-2","experimental","8_21",24,3
9,21,"Brd2-2","experimental","Brpf1-2","experimental","9_21",26,0
10,21,"Brd2-3","experimental","Brpf1-2","experimental","10_21",24,0
11,21,"Brd4-1","positive","Brpf1-2","experimental","11_21",20,0
12,21,"Brd4-2","positive","Brpf1-2","experimental","12_21",17,0
13,21,"Brd4-3","positive","Brpf1-2","experimental","13_21",0,0
14,21,"Brd8-1","experimental","Brpf1-2","experimental","14_21",19,0
15,21,"Brd8-2","experimental","Brpf1-2","experimental","15_21",26,4
16,21,"Brd8-3","experimental","Brpf1-2","experimental","16_21",16,14
17,21,"Brd9-1","experimental","Brpf1-2","experimental","17_21",31,2
18,21,"Brd9-2","experimental","Brpf1-2","experimental","18_21",21,1
19,21,"Brd9-3","experimental","Brpf1-2","experimental","19_21",17,0
20,21,"Brpf1-1","experimental","Brpf1-2","experimental","20_21",19,20
21,21,"Brpf1-2","experimental","Brpf1-2","experimental","21_21",5,7
22,21,"Brpf1-3","experimental","Brpf1-2","experimental","22_21",20,4
23,21,"Dcc-1","negative","Brpf1-2","experimental","23_21",23,0
24,21,"Dcc-2","negative","Brpf1-2","experimental","24_21",41,2
25,21,"Ehmt1-1","experimental","Brpf1-2","experimental","25_21",20,1
26,21,"Ehmt1-2","experimental","Brpf1-2","experimental","26_21",8,0
27,21,"Ehmt1-3","experimental","Brpf1-2","experimental","27_21",16,2
28,21,"Ehmt2-1","experimental","Brpf1-2","experimental","28_21",16,1
29,21,"Ehmt2-2","experimental","Brpf1-2","experimental","29_21",13,0
30,21,"Ehmt2-3","experimental","Brpf1-2","experimental","30_21",16,1
31,21,"Esrrb-1","negative","Brpf1-2","experimental","31_21",12,2
32,21,"Esrrb-2","negative","Brpf1-2","experimental","32_21",22,1
33,21,"Fev-1","negative","Brpf1-2","experimental","33_21",19,5
34,21,"Fev-2","negative","Brpf1-2","experimental","34_21",26,8
35,21,"Irx1-1","negative","Brpf1-2","experimental","35_21",4,1
36,21,"Irx1-2","negative","Brpf1-2","experimental","36_21",7,0
37,21,"Htr2c-1","negative","Brpf1-2","experimental","37_21",13,13
38,21,"Htr2c-2","negative","Brpf1-2","experimental","38_21",12,2
39,21,"Jarid2-1","experimental","Brpf1-2","experimental","39_21",11,2
40,21,"Jarid2-2","experimental","Brpf1-2","experimental","40_21",29,21
41,21,"Jarid2-3","experimental","Brpf1-2","experimental","41_21",12,5
42,21,"Jmjd6-1","experimental","Brpf1-2","experimental","42_21",11,1
43,21,"Jmjd6-2","experimental","Brpf1-2","experimental","43_21",15,8
44,21,"Jmjd6-3","experimental","Brpf1-2","experimental","44_21",12,1
45,21,"Kdm2a-1","experimental","Brpf1-2","experimental","45_21",30,9
46,21,"Kdm2a-2","experimental","Brpf1-2","experimental","46_21",24,2
47,21,"Kdm2a-3","experimental","Brpf1-2","experimental","47_21",15,1
48,21,"Kdm4a-1","experimental","Brpf1-2","experimental","48_21",37,7
49,21,"Kdm4a-2","experimental","Brpf1-2","experimental","49_21",21,5
50,21,"Kdm4a-3","experimental","Brpf1-2","experimental","50_21",21,4
51,21,"Lama1-1","negative","Brpf1-2","experimental","51_21",15,3
52,21,"Lama1-2","negative","Brpf1-2","experimental","52_21",26,5
53,21,"Moz-1","experimental","Brpf1-2","experimental","53_21",23,6
54,21,"Moz-2","experimental","Brpf1-2","experimental","54_21",13,3
55,21,"Moz-3","experimental","Brpf1-2","experimental","55_21",23,1
56,21,"Ncoa2-1","experimental","Brpf1-2","experimental","56_21",25,7
57,21,"Ncoa2-2","experimental","Brpf1-2","experimental","57_21",12,5
58,21,"Ncoa2-3","experimental","Brpf1-2","experimental","58_21",0,0
59,21,"Ncoa3-1","experimental","Brpf1-2","experimental","59_21",19,4
60,21,"Ncoa3-2","experimental","Brpf1-2","experimental","60_21",34,3
61,21,"Ncoa3-3","experimental","Brpf1-2","experimental","61_21",3,1
62,21,"Nmu-1","negative","Brpf1-2","experimental","62_21",16,2
63,21,"Nmu-2","negative","Brpf1-2","experimental","63_21",13,3
64,21,"Opn4-1","negative","Brpf1-2","experimental","64_21",15,4
65,21,"Opn4-2","negative","Brpf1-2","experimental","65_21",25,15
66,21,"Rosa21-1","negative","Brpf1-2","experimental","66_21",13,0
67,21,"Rosa26-2","negative","Brpf1-2","experimental","67_21",26,2
68,21,"Rpa3-1","positive","Brpf1-2","experimental","68_21",23,0
69,21,"Rpa3-2","positive","Brpf1-2","experimental","69_21",22,0
70,21,"Rpa3-3","positive","Brpf1-2","experimental","70_21",27,0
71,21,"Setd2-1","experimental","Brpf1-2","experimental","71_21",15,1
72,21,"Setd2-2","experimental","Brpf1-2","experimental","72_21",20,0
73,21,"Setd2-3","experimental","Brpf1-2","experimental","73_21",29,1
74,21,"Setd5-1","experimental","Brpf1-2","experimental","74_21",30,6
75,21,"Setd5-2","experimental","Brpf1-2","experimental","75_21",12,0
76,21,"Setd5-3","experimental","Brpf1-2","experimental","76_21",28,1
77,21,"Sirt1-1","experimental","Brpf1-2","experimental","77_21",40,13
78,21,"Sirt1-2","experimental","Brpf1-2","experimental","78_21",25,5
79,21,"Sirt1-3","experimental","Brpf1-2","experimental","79_21",37,10
80,21,"Suv39h1-1","experimental","Brpf1-2","experimental","80_21",25,5
81,21,"Suv39h1-2","experimental","Brpf1-2","experimental","81_21",19,1
82,21,"Suv39h1-3","experimental","Brpf1-2","experimental","82_21",26,1
83,21,"Suv420h1-1","experimental","Brpf1-2","experimental","83_21",24,0
84,21,"Suv420h1-2","experimental","Brpf1-2","experimental","84_21",34,1
85,21,"Suv420h1-3","experimental","Brpf1-2","experimental","85_21",7,0
86,21,"Trim28-1","experimental","Brpf1-2","experimental","86_21",13,1
87,21,"Trim28-2","experimental","Brpf1-2","experimental","87_21",7,0
88,21,"Trim28-3","experimental","Brpf1-2","experimental","88_21",18,0
89,21,"Whsc1-1","experimental","Brpf1-2","experimental","89_21",16,0
90,21,"Whsc1-2","experimental","Brpf1-2","experimental","90_21",30,4
91,21,"Whsc1-3","experimental","Brpf1-2","experimental","91_21",18,2
1,22,"Ano9-1","negative","Brpf1-3","experimental","1_22",15,0
2,22,"Ano9-2","negative","Brpf1-3","experimental","2_22",8,0
3,22,"Bace-1","negative","Brpf1-3","experimental","3_22",0,0
4,22,"Bace-2","negative","Brpf1-3","experimental","4_22",11,12
5,22,"Brd1-1","experimental","Brpf1-3","experimental","5_22",14,0
6,22,"Brd1-2","experimental","Brpf1-3","experimental","6_22",13,0
7,22,"Brd1-3","experimental","Brpf1-3","experimental","7_22",21,1
8,22,"Brd2-1","experimental","Brpf1-3","experimental","8_22",25,3
9,22,"Brd2-2","experimental","Brpf1-3","experimental","9_22",16,1
10,22,"Brd2-3","experimental","Brpf1-3","experimental","10_22",19,0
11,22,"Brd4-1","positive","Brpf1-3","experimental","11_22",13,1
12,22,"Brd4-2","positive","Brpf1-3","experimental","12_22",8,0
