"key1","key2","name1","type1","name2","type2","guide","example_d0","example_p12"
77,56,"Sirt1-1","experimental","Ncoa2-1","experimental","77_56",49,13
78,56,"Sirt1-2","experimental","Ncoa2-1","experimental","78_56",51,6
79,56,"Sirt1-3","experimental","Ncoa2-1","experimental","79_56",47,6
80,56,"Suv39h1-1","experimental","Ncoa2-1","experimental","80_56",37,0
81,56,"Suv39h1-2","experimental","Ncoa2-1","experimental","81_56",28,3
82,56,"Suv39h1-3","experimental","Ncoa2-1","experimental","82_56",27,2
83,56,"Suv420h1-1","experimental","Ncoa2-1","experimental","83_56",45,0
84,56,"Suv420h1-2","experimental","Ncoa2-1","experimental","84_56",57,5
85,56,"Suv420h1-3","experimental","Ncoa2-1","experimental","85_56",22,0
86,56,"Trim28-1","experimental","Ncoa2-1","experimental","86_56",18,0
87,56,"Trim28-2","experimental","Ncoa2-1","experimental","87_56",12,0
88,56,"Trim28-3","experimental","Ncoa2-1","experimental","88_56",26,6
89,56,"Whsc1-1","experimental","Ncoa2-1","experimental","89_56",8,2
90,56,"Whsc1-2","experimental","Ncoa2-1","experimental","90_56",24,0
91,56,"Whsc1-3","experimental","Ncoa2-1","experimental","91_56",14,8
1,57,"Ano9-1","negative","Ncoa2-2","experimental","1_57",14,0
2,57,"Ano9-2","negative","Ncoa2-2","experimental","2_57",7,0
3,57,"Bace-1","negative","Ncoa2-2","experimental","3_57",0,0
4,57,"Bace-2","negative","Ncoa2-2","experimental","4_57",10,4
5,57,"Brd1-1","experimental","Ncoa2-2","experimental","5_57",14,0
6,57,"Brd1-2","experimental","Ncoa2-2","experimental","6_57",18,0
7,57,"Brd1-3","experimental","Ncoa2-2","experimental","7_57",16,0
8,57,"Brd2-1","experimental","Ncoa2-2","experimental","8_57",27,1
9,57,"Brd2-2","experimental","Ncoa2-2","experimental","9_57",13,0
10,57,"Brd2-3","experimental","Ncoa2-2","experimental","10_57",17,0
11,57,"Brd4-1","positive","Ncoa2-2","experimental","11_57",18,0
12,57,"Brd4-2","positive","Ncoa2-2","experimental","12_57",15,0
13,57,"Brd4-3","positive","Ncoa2-2","experimental","13_57",0,0
14,57,"Brd8-1","experimental","Ncoa2-2","experimental","14_57",15,1
15,57,"Brd8-2","experimental","Ncoa2-2","experimental","15_57",21,1
16,57,"Brd8-3","experimental","Ncoa2-2","experimental","16_57",20,21
17,57,"Brd9-1","experimental","Ncoa2-2","experimental","17_57",32,4
18,57,"Brd9-2","experimental","Ncoa2-2","experimental","18_57",24,0
19,57,"Brd9-3","experimental","Ncoa2-2","experimental","19_57",18,1
20,57,"Brpf1-1","experimental","Ncoa2-2","experimental","20_57",12,1
21,57,"Brpf1-2","experimental","Ncoa2-2","experimental","21_57",15,5
22,57,"Brpf1-3","experimental","Ncoa2-2","experimental","22_57",15,5
23,57,"Dcc-1","negative","Ncoa2-2","experimental","23_57",20,2
24,57,"Dcc-2","negative","Ncoa2-2","experimental","24_57",26,5
25,57,"Ehmt1-1","experimental","Ncoa2-2","experimental","25_57",6,0
26,57,"Ehmt1-2","experimental","Ncoa2-2","experimental","26_57",10,0
27,57,"Ehmt1-3","experimental","Ncoa2-2","experimental","27_57",14,0
28,57,"Ehmt2-1","experimental","Ncoa2-2","experimental","28_57",25,0
29,57,"Ehmt2-2","experimental","Ncoa2-2","experimental","29_57",16,1
30,57,"Ehmt2-3","experimental","Ncoa2-2","experimental","30_57",6,0
31,57,"Esrrb-1","negative","Ncoa2-2","experimental","31_57",11,3
32,57,"Esrrb-2","negative","Ncoa2-2","experimental","32_57",11,11
33,57,"Fev-1","negative","Ncoa2-2","experimental","33_57",11,4
34,57,"Fev-2","negative","Ncoa2-2","experimental","34_57",26,1
35,57,"Irx1-1","negative","Ncoa2-2","experimental","35_57",6,0
36,57,"Irx1-2","negative","Ncoa2-2","experimental","36_57",14,1
37,57,"Htr2c-1","negative","Ncoa2-2","experimental","37_57",13,3
38,57,"Htr2c-2","negative","Ncoa2-2","experimental","38_57",10,0
39,57,"Jarid2-1","experimental","Ncoa2-2","experimental","39_57",7,6
40,57,"Jarid2-2","experimental","Ncoa2-2","experimental","40_57",16,14
41,57,"Jarid2-3","experimental","Ncoa2-2","experimental","41_57",13,7
42,57,"Jmjd6-1","experimental","Ncoa2-2","experimental","42_57",11,4
43,57,"Jmjd6-2","experimental","Ncoa2-2","experimental","43_57",16,38
44,57,"Jmjd6-3","experimental","Ncoa2-2","experimental","44_57",15,12
45,57,"Kdm2a-1","experimental","Ncoa2-2","experimental","45_57",16,1
46,57,"Kdm2a-2","experimental","Ncoa2-2","experimental","46_57",20,3
47,57,"Kdm2a-3","experimental","Ncoa2-2","experimental","47_57",18,2
48,57,"Kdm4a-1","experimental","Ncoa2-2","experimental","48_57",28,0
49,57,"Kdm4a-2","experimental","Ncoa2-2","experimental","49_57",17,5
50,57,"Kdm4a-3","experimental","Ncoa2-2","experimental","50_57",25,3
51,57,"Lama1-1","negative","Ncoa2-2","experimental","51_57",16,6
52,57,"Lama1-2","negative","Ncoa2-2","experimental","52_57",30,7
53,57,"Moz-1","experimental","Ncoa2-2","experimental","53_57",15,2
54,57,"Moz-2","experimental","Ncoa2-2","experimental","54_57",6,1
55,57,"Moz-3","experimental","Ncoa2-2","experimental","55_57",14,2
56,57,"Ncoa2-1","experimental","Ncoa2-2","experimental","56_57",17,3
57,57,"Ncoa2-2","experimental","Ncoa2-2","experimental","57_57",7,2
58,57,"Ncoa2-3","experimental","Ncoa2-2","experimental","58_57",0,0
59,57,"Ncoa3-1","experimental","Ncoa2-2","experimental","59_57",17,0
60,57,"Ncoa3-2","experimental","Ncoa2-2","experimental","60_57",27,3
61,57,"Ncoa3-3","experimental","Ncoa2-2","experimental","61_57",8,0
62,57,"Nmu-1","negative","Ncoa2-2","experimental","62_57",18,9
63,57,"Nmu-2","negative","Ncoa2-2","experimental","63_57",17,6
64,57,"Opn4-1","negative","Ncoa2-2","experimental","64_57",33,5
65,57,"Opn4-2","negative","Ncoa2-2","experimental","65_57",29,6
66,57,"Rosa21-1","negative","Ncoa2-2","experimental","66_57",8,0
67,57,"Rosa26-2","negative","Ncoa2-2","experimental","67_57",12,3
68,57,"Rpa3-1","positive","Ncoa2-2","experimental","68_57",14,0
69,57,"Rpa3-2","positive","Ncoa2-2","experimental","69_57",18,0
70,57,"Rpa3-3","positive","Ncoa2-2","experimental","70_57",20,0
71,57,"Setd2-1","experimental","Ncoa2-2","experimental","71_57",19,0
72,57,"Setd2-2","experimental","Ncoa2-2","experimental","72_57",20,0
73,57,"Setd2-3","experimental","Ncoa2-2","experimental","73_57",13,0
74,57,"Setd5-1","experimental","Ncoa2-2","experimental","74_57",20,2
75,57,"Setd5-2","experimental","Ncoa2-2","experimental","75_57",13,0
76,57,"Setd5-3","experimental","Ncoa2-2","experimental","76_57",32,0
77,57,"Sirt1-1","experimental","Ncoa2-2","experimental","77_57",30,16
78,57,"Sirt1-2","experimental","Ncoa2-2","experimental","78_57",24,9
79,57,"Sirt1-3","experimental","Ncoa2-2","experimental","79_57",28,3
80,57,"Suv39h1-1","experimental","Ncoa2-2","experimental","80_57",19,2
81,57,"Suv39h1-2","experimental","Ncoa2-2","experimental","81_57",15,0
82,57,"Suv39h1-3","experimental","Ncoa2-2","experimental","82_57",11,1
83,57,"Suv420h1-1","experimental","Ncoa2-2","experimental","83_57",10,0
84,57,"Suv420h1-2","experimental","Ncoa2-2","experimental","84_57",17,0
85,57,"Suv420h1-3","experimental","Ncoa2-2","experimental","85_57",13,0
86,57,"Trim28-1","experimental","Ncoa2-2","experimental","86_57",14,2
87,57,"Trim28-2","experimental","Ncoa2-2","experimental","87_57",9,0
88,57,"Trim28-3","experimental","Ncoa2-2","experimental","88_57",6,1
89,57,"Whsc1-1","experimental","Ncoa2-2","experimental","89_57",18,2
90,57,"Whsc1-2","experimental","Ncoa2-2","experimental","90_57",24,3
91,57,"Whsc1-3","experimental","Ncoa2-2","experimental","91_57",13,1
1,58,"Ano9-1","negative","Ncoa2-3","experimental","1_58",26,23
2,58,"Ano9-2","negative","Ncoa2-3","experimental","2_58",10,6
3,58,"Bace-1","negative","Ncoa2-3","experimental","3_58",1,0
4,58,"Bace-2","negative","Ncoa2-3","experimental","4_58",17,10
5,58,"Brd1-1","experimental","Ncoa2-3","experimental","5_58",27,0
6,58,"Brd1-2","experimental","Ncoa2-3","experimental","6_58",27,3
7,58,"Brd1-3","experimental","Ncoa2-3","experimental","7_58",26,0
8,58,"Brd2-1","experimental","Ncoa2-3","experimental","8_58",24,0
9,58,"Brd2-2","experimental","Ncoa2-3","experimental","9_58",17,0
10,58,"Brd2-3","experimental","Ncoa2-3","experimental","10_58",14,2
11,58,"Brd4-1","positive","Ncoa2-3","experimental","11_58",18,0
12,58,"Brd4-2","positive","Ncoa2-3","experimental","12_58",8,0
13,58,"Brd4-3","positive","Ncoa2-3","experimental","13_58",0,0
14,58,"Brd8-1","experimental","Ncoa2-3","experimental","14_58",16,0
15,58,"Brd8-2","experimental","Ncoa2-3","experimental","15_58",37,0
16,58,"Brd8-3","experimental","Ncoa2-3","experimental","16_58",18,5
17,58,"Brd9-1","experimental","Ncoa2-3","experimental","17_58",31,19
18,58,"Brd9-2","experimental","Ncoa2-3","experimental","18_58",27,0
19,58,"Brd9-3","experimental","Ncoa2-3","experimental","19_58",22,0
20,58,"Brpf1-1","experimental","Ncoa2-3","experimental","20_58",28,12
21,58,"Brpf1-2","experimental","Ncoa2-3","experimental","21_58",11,7
22,58,"Brpf1-3","experimental","Ncoa2-3","experimental","22_58",20,8
23,58,"Dcc-1","negative","Ncoa2-3","experimental","23_58",32,11
24,58,"Dcc-2","negative","Ncoa2-3","experimental","24_58",22,19
25,58,"Ehmt1-1","experimental","Ncoa2-3","experimental","25_58",13,0
26,58,"Ehmt1-2","experimental","Ncoa2-3","experimental","26_58",9,0
27,58,"Ehmt1-3","experimental","Ncoa2-3","experimental","27_58",11,3
28,58,"Ehmt2-1","experimental","Ncoa2-3","experimental","28_58",14,0
29,58,"Ehmt2-2","experimental","Ncoa2-3","experimental","29_58",14,0
30,58,"Ehmt2-3","experimental","Ncoa2-3","experimental","30_58",21,0
31,58,"Esrrb-1","negative","Ncoa2-3","experimental","31_58",18,9
32,58,"Esrrb-2","negative","Ncoa2-3","experimental","32_58",18,6
33,58,"Fev-1","negative","Ncoa2-3","experimental","33_58",22,2
34,58,"Fev-2","negative","Ncoa2-3","experimental","34_58",31,4
35,58,"Irx1-1","negative","Ncoa2-3","experimental","35_58",8,2
36,58,"Irx1-2","negative","Ncoa2-3","experimental","36_58",7,3
37,58,"Htr2c-1","negative","Ncoa2-3","experimental","37_58",28,4
38,58,"Htr2c-2","negative","Ncoa2-3","experimental","38_58",10,7
39,58,"Jarid2-1","experimental","Ncoa2-3","experimental","39_58",16,12
40,58,"Jarid2-2","experimental","Ncoa2-3","experimental","40_58",28,33
41,58,"Jarid2-3","experimental","Ncoa2-3","experimental","41_58",14,5
42,58,"Jmjd6-1","experimental","Ncoa2-3","experimental","42_58",23,13
43,58,"Jmjd6-2","experimental","Ncoa2-3","experimental","43_58",20,4
44,58,"Jmjd6-3","experimental","Ncoa2-3","experimental","44_58",19,13
45,58,"Kdm2a-1","experimental","Ncoa2-3","experimental","45_58",19,19
46,58,"Kdm2a-2","experimental","Ncoa2-3","experimental","46_58",22,2
47,58,"Kdm2a-3","experimental","Ncoa2-3","experimental","47_58",20,2
48,58,"Kdm4a-1","experimental","Ncoa2-3","experimental","48_58",34,11
49,58,"Kdm4a-2","experimental","Ncoa2-3","experimental","49_58",19,8
50,58,"Kdm4a-3","experimental","Ncoa2-3","experimental","50_58",25,2
51,58,"Lama1-1","negative","Ncoa2-3","experimental","51_58",19,14
52,58,"Lama1-2","negative","Ncoa2-3","experimental","52_58",26,11
53,58,"Moz-1","experimental","Ncoa2-3","experimental","53_58",30,5
54,58,"Moz-2","experimental","Ncoa2-3","experimental","54_58",14,8
55,58,"Moz-3","experimental","Ncoa2-3","experimental","55_58",15,8
56,58,"Ncoa2-1","experimental","Ncoa2-3","experimental","56_58",28,1
57,58,"Ncoa2-2","experimental","Ncoa2-3","experimental","57_58",9,0
58,58,"Ncoa2-3","experimental","Ncoa2-3","experimental","58_58",0,0
59,58,"Ncoa3-1","experimental","Ncoa2-3","experimental","59_58",31,2
60,58,"Ncoa3-2","experimental","Ncoa2-3","experimental","60_58",26,9
61,58,"Ncoa3-3","experimental","Ncoa2-3","experimental","61_58",8,6
62,58,"Nmu-1","negative","Ncoa2-3","experimental","62_58",15,10
63,58,"Nmu-2","negative","Ncoa2-3","experimental","63_58",17,23
64,58,"Opn4-1","negative","Ncoa2-3","experimental","64_58",25,3
65,58,"Opn4-2","negative","Ncoa2-3","experimental","65_58",26,4
66,58,"Rosa21-1","negative","Ncoa2-3","experimental","66_58",10,13
67,58,"Rosa26-2","negative","Ncoa2-3","experimental","67_58",25,10
68,58,"Rpa3-1","positive","Ncoa2-3","experimental","68_58",24,7
69,58,"Rpa3-2","positive","Ncoa2-3","experimental","69_58",23,0
70,58,"Rpa3-3","positive","Ncoa2-3","experimental","70_58",29,11
71,58,"Setd2-1","experimental","Ncoa2-3","experimental","71_58",18,0
72,58,"Setd2-2","experimental","Ncoa2-3","experimental","72_58",29,0
73,58,"Setd2-3","experimental","Ncoa2-3","experimental","73_58",30,0
74,58,"Setd5-1","experimental","Ncoa2-3","experimental","74_58",29,0
75,58,"Setd5-2","experimental","Ncoa2-3","experimental","75_58",18,0
76,58,"Setd5-3","experimental","Ncoa2-3","experimental","76_58",24,6
77,58,"Sirt1-1","experimental","Ncoa2-3","experimental","77_58",31,8
78,58,"Sirt1-2","experimental","Ncoa2-3","experimental","78_58",35,13
79,58,"Sirt1-3","experimental","Ncoa2-3","experimental","79_58",33,23
80,58,"Suv39h1-1","experimental","Ncoa2-3","experimental","80_58",21,10
81,58,"Suv39h1-2","experimental","Ncoa2-3","experimental","81_58",21,2
82,58,"Suv39h1-3","experimental","Ncoa2-3","experimental","82_58",21,2
83,58,"Suv420h1-1","experimental","Ncoa2-3","experimental","83_58",27,0
84,58,"Suv420h1-2","experimental","Ncoa2-3","experimental","84_58",46,1
85,58,"Suv420h1-3","experimental","Ncoa2-3","experimental","85_58",6,0
86,58,"Trim28-1","experimental","Ncoa2-3","experimental","86_58",12,1
87,58,"Trim28-2","experimental","Ncoa2-3","experimental","87_58",24,0
88,58,"Trim28-3","experimental","Ncoa2-3","experimental","88_58",9,5
89,58,"Whsc1-1","experimental","Ncoa2-3","experimental","89_58",18,3
90,58,"Whsc1-2","experimental","Ncoa2-3","experimental","90_58",20,2
91,58,"Whsc1-3","experimental","Ncoa2-3","experimental","91_58",15,4
1,59,"Ano9-1","negative","Ncoa3-1","experimental","1_59",23,6
2,59,"Ano9-2","negative","Ncoa3-1","experimental","2_59",10,0
3,59,"Bace-1","negative","Ncoa3-1","experimental","3_59",0,0
4,59,"Bace-2","negative","Ncoa3-1","experimental","4_59",16,5
5,59,"Brd1-1","experimental","Ncoa3-1","experimental","5_59",26,0
6,59,"Brd1-2","experimental","Ncoa3-1","experimental","6_59",34,16
7,59,"Brd1-3","experimental","Ncoa3-1","experimental","7_59",25,2
8,59,"Brd2-1","experimental","Ncoa3-1","experimental","8_59",25,0
9,59,"Brd2-2","experimental","Ncoa3-1","experimental","9_59",19,0
10,59,"Brd2-3","experimental","Ncoa3-1","experimental","10_59",26,2
11,59,"Brd4-1","positive","Ncoa3-1","experimental","11_59",31,1
12,59,"Brd4-2","positive","Ncoa3-1","experimental","12_59",17,1
13,59,"Brd4-3","positive","Ncoa3-1","experimental","13_59",0,0
14,59,"Brd8-1","experimental","Ncoa3-1","experimental","14_59",15,2
15,59,"Brd8-2","experimental","Ncoa3-1","experimental","15_59",45,0
16,59,"Brd8-3","experimental","Ncoa3-1","experimental","16_59",24,13
17,59,"Brd9-1","experimental","Ncoa3-1","experimental","17_59",26,10
18,59,"Brd9-2","experimental","Ncoa3-1","experimental","18_59",32,1
19,59,"Brd9-3","experimental","Ncoa3-1","experimental","19_59",23,0
20,59,"Brpf1-1","experimental","Ncoa3-1","experimental","20_59",28,7
21,59,"Brpf1-2","experimental","Ncoa3-1","experimental","21_59",18,10
22,59,"Brpf1-3","experimental","Ncoa3-1","experimental","22_59",20,1
23,59,"Dcc-1","negative","Ncoa3-1","experimental","23_59",27,6
24,59,"Dcc-2","negative","Ncoa3-1","experimental","24_59",37,12
25,59,"Ehmt1-1","experimental","Ncoa3-1","experimental","25_59",22,1
26,59,"Ehmt1-2","experimental","Ncoa3-1","experimental","26_59",8,1
27,59,"Ehmt1-3","experimental","Ncoa3-1","experimental","27_59",25,0
28,59,"Ehmt2-1","experimental","Ncoa3-1","experimental","28_59",33,0
29,59,"Ehmt2-2","experimental","Ncoa3-1","experimental","29_59",20,1
30,59,"Ehmt2-3","experimental","Ncoa3-1","experimental","30_59",7,2
31,59,"Esrrb-1","negative","Ncoa3-1","experimental","31_59",10,4
32,59,"Esrrb-2","negative","Ncoa3-1","experimental","32_59",22,22
33,59,"Fev-1","negative","Ncoa3-1","experimental","33_59",15,4
34,59,"Fev-2","negative","Ncoa3-1","experimental","34_59",38,4
35,59,"Irx1-1","negative","Ncoa3-1","experimental","35_59",15,1
36,59,"Irx1-2","negative","Ncoa3-1","experimental","36_59",11,2
37,59,"Htr2c-1","negative","Ncoa3-1","experimental","37_59",18,4
38,59,"Htr2c-2","negative","Ncoa3-1","experimental","38_59",11,10
39,59,"Jarid2-1","experimental","Ncoa3-1","experimental","39_59",18,6
40,59,"Jarid2-2","experimental","Ncoa3-1","experimental","40_59",22,18
41,59,"Jarid2-3","experimental","Ncoa3-1","experimental","41_59",11,4
42,59,"Jmjd6-1","experimental","Ncoa3-1","experimental","42_59",14,18
43,59,"Jmjd6-2","experimental","Ncoa3-1","experimental","43_59",19,6
44,59,"Jmjd6-3","experimental","Ncoa3-1","experimental","44_59",16,5
45,59,"Kdm2a-1","experimental","Ncoa3-1","experimental","45_59",34,3
46,59,"Kdm2a-2","experimental","Ncoa3-1","experimental","46_59",21,4
47,59,"Kdm2a-3","experimental","Ncoa3-1","experimental","47_59",28,3
48,59,"Kdm4a-1","experimental","Ncoa3-1","experimental","48_59",30,3
49,59,"Kdm4a-2","experimental","Ncoa3-1","experimental","49_59",19,8
50,59,"Kdm4a-3","experimental","Ncoa3-1","experimental","50_59",29,4
51,59,"Lama1-1","negative","Ncoa3-1","experimental","51_59",29,7
52,59,"Lama1-2","negative","Ncoa3-1","experimental","52_59",36,14
53,59,"Moz-1","experimental","Ncoa3-1","experimental","53_59",46,4
54,59,"Moz-2","experimental","Ncoa3-1","experimental","54_59",37,6
55,59,"Moz-3","experimental","Ncoa3-1","experimental","55_59",14,0
56,59,"Ncoa2-1","experimental","Ncoa3-1","experimental","56_59",31,1
57,59,"Ncoa2-2","experimental","Ncoa3-1","experimental","57_59",13,1
58,59,"Ncoa2-3","experimental","Ncoa3-1","experimental","58_59",0,0
59,59,"Ncoa3-1","experimental","Ncoa3-1","experimental","59_59",25,10
60,59,"Ncoa3-2","experimental","Ncoa3-1","experimental","60_59",30,15
61,59,"Ncoa3-3","experimental","Ncoa3-1","experimental","61_59",12,16
62,59,"Nmu-1","negative","Ncoa3-1","experimental","62_59",21,3
63,59,"Nmu-2","negative","Ncoa3-1","experimental","63_59",21,2
64,59,"Opn4-1","negative","Ncoa3-1","experimental","64_59",20,5
65,59,"Opn4-2","negative","Ncoa3-1","experimental","65_59",16,25
66,59,"Rosa21-1","negative","Ncoa3-1","experimental","66_59",12,5
67,59,"Rosa26-2","negative","Ncoa3-1","experimental","67_59",26,3
68,59,"Rpa3-1","positive","Ncoa3-1","experimental","68_59",21,1
69,59,"Rpa3-2","positive","Ncoa3-1","experimental","69_59",18,0
70,59,"Rpa3-3","positive","Ncoa3-1","experimental","70_59",31,0
71,59,"Setd2-1","experimental","Ncoa3-1","experimental","71_59",29,1
72,59,"Setd2-2","experimental","Ncoa3-1","experimental","72_59",33,1
73,59,"Setd2-3","experimental","Ncoa3-1","experimental","73_59",29,0
74,59,"Setd5-1","experimental","Ncoa3-1","experimental","74_59",31,0
75,59,"Setd5-2","experimental","Ncoa3-1","experimental","75_59",25,2
76,59,"Setd5-3","experimental","Ncoa3-1","experimental","76_59",32,4
77,59,"Sirt1-1","experimental","Ncoa3-1","experimental","77_59",44,13
78,59,"Sirt1-2","experimental","Ncoa3-1","experimental","78_59",36,8
79,59,"Sirt1-3","experimental","Ncoa3-1","experimental","79_59",40,21
80,59,"Suv39h1-1","experimental","Ncoa3-1","experimental","80_59",33,4
81,59,"Suv39h1-2","experimental","Ncoa3-1","experimental","81_59",36,3
82,59,"Suv39h1-3","experimental","Ncoa3-1","experimental","82_59",28,1
83,59,"Suv420h1-1","experimental","Ncoa3-1","experimental","83_59",38,0
84,59,"Suv420h1-2","experimental","Ncoa3-1","experimental","84_59",20,1
85,59,"Suv420h1-3","experimental","Ncoa3-1","experimental","85_59",23,0
86,59,"Trim28-1","experimental","Ncoa3-1","experimental","86_59",16,0
87,59,"Trim28-2","experimental","Ncoa3-1","experimental","87_59",16,0
88,59,"Trim28-3","experimental","Ncoa3-1","experimental","88_59",16,1
89,59,"Whsc1-1","experimental","Ncoa3-1","experimental","89_59",18,2
90,59,"Whsc1-2","experimental","Ncoa3-1","experimental","90_59",39,11
91,59,"Whsc1-3","experimental","Ncoa3-1","experimental","91_59",20,7
1,60,"Ano9-1","negative","Ncoa3-2","experimental","1_60",24,7
2,60,"Ano9-2","negative","Ncoa3-2","experimental","2_60",6,3
3,60,"Bace-1","negative","Ncoa3-2","experimental","3_60",1,0
4,60,"Bace-2","negative","Ncoa3-2","experimental","4_60",19,13
5,60,"Brd1-1","experimental","Ncoa3-2","experimental","5_60",11,0
6,60,"Brd1-2","experimental","Ncoa3-2","experimental","6_60",15,1
7,60,"Brd1-3","experimental","Ncoa3-2","experimental","7_60",20,1
8,60,"Brd2-1","experimental","Ncoa3-2","experimental","8_60",24,0
9,60,"Brd2-2","experimental","Ncoa3-2","experimental","9_60",16,1
10,60,"Brd2-3","experimental","Ncoa3-2","experimental","10_60",23,0
11,60,"Brd4-1","positive","Ncoa3-2","experimental","11_60",18,0
12,60,"Brd4-2","positive","Ncoa3-2","experimental","12_60",20,0
13,60,"Brd4-3","positive","Ncoa3-2","experimental","13_60",0,0
14,60,"Brd8-1","experimental","Ncoa3-2","experimental","14_60",23,1
15,60,"Brd8-2","experimental","Ncoa3-2","experimental","15_60",28,0
16,60,"Brd8-3","experimental","Ncoa3-2","experimental","16_60",22,11
17,60,"Brd9-1","experimental","Ncoa3-2","experimental","17_60",31,1
18,60,"Brd9-2","experimental","Ncoa3-2","experimental","18_60",47,2
19,60,"Brd9-3","experimental","Ncoa3-2","experimental","19_60",17,0
20,60,"Brpf1-1","experimental","Ncoa3-2","experimental","20_60",30,5
21,60,"Brpf1-2","experimental","Ncoa3-2","experimental","21_60",20,3
22,60,"Brpf1-3","experimental","Ncoa3-2","experimental","22_60",20,3
23,60,"Dcc-1","negative","Ncoa3-2","experimental","23_60",32,1
24,60,"Dcc-2","negative","Ncoa3-2","experimental","24_60",23,13
25,60,"Ehmt1-1","experimental","Ncoa3-2","experimental","25_60",16,0
26,60,"Ehmt1-2","experimental","Ncoa3-2","experimental","26_60",12,0
27,60,"Ehmt1-3","experimental","Ncoa3-2","experimental","27_60",19,0
28,60,"Ehmt2-1","experimental","Ncoa3-2","experimental","28_60",17,0
29,60,"Ehmt2-2","experimental","Ncoa3-2","experimental","29_60",24,0
30,60,"Ehmt2-3","experimental","Ncoa3-2","experimental","30_60",13,0
31,60,"Esrrb-1","negative","Ncoa3-2","experimental","31_60",14,3
32,60,"Esrrb-2","negative","Ncoa3-2","experimental","32_60",24,5
33,60,"Fev-1","negative","Ncoa3-2","experimental","33_60",9,7
34,60,"Fev-2","negative","Ncoa3-2","experimental","34_60",22,1
35,60,"Irx1-1","negative","Ncoa3-2","experimental","35_60",11,13
36,60,"Irx1-2","negative","Ncoa3-2","experimental","36_60",16,5
37,60,"Htr2c-1","negative","Ncoa3-2","experimental","37_60",22,4
38,60,"Htr2c-2","negative","Ncoa3-2","experimental","38_60",20,4
39,60,"Jarid2-1","experimental","Ncoa3-2","experimental","39_60",24,4
40,60,"Jarid2-2","experimental","Ncoa3-2","experimental","40_60",23,11
41,60,"Jarid2-3","experimental","Ncoa3-2","experimental","41_60",20,6
42,60,"Jmjd6-1","experimental","Ncoa3-2","experimental","42_60",9,1
43,60,"Jmjd6-2","experimental","Ncoa3-2","experimental","43_60",24,19
44,60,"Jmjd6-3","experimental","Ncoa3-2","experimental","44_60",23,2
45,60,"Kdm2a-1","experimental","Ncoa3-2","experimental","45_60",26,3
46,60,"Kdm2a-2","experimental","Ncoa3-2","experimental","46_60",22,2
47,60,"Kdm2a-3","experimental","Ncoa3-2","experimental","47_60",28,5
48,60,"Kdm4a-1","experimental","Ncoa3-2","experimental","48_60",19,10
49,60,"Kdm4a-2","experimental","Ncoa3-2","experimental","49_60",30,1
50,60,"Kdm4a-3","experimental","Ncoa3-2","experimental","50_60",37,1
51,60,"Lama1-1","negative","Ncoa3-2","experimental","51_60",29,13
52,60,"Lama1-2","negative","Ncoa3-2","experimental","52_60",28,6
53,60,"Moz-1","experimental","Ncoa3-2","experimental","53_60",29,4
54,60,"Moz-2","experimental","Ncoa3-2","experimental","54_60",25,0
55,60,"Moz-3","experimental","Ncoa3-2","experimental","55_60",13,1
56,60,"Ncoa2-1","experimental","Ncoa3-2","experimental","56_60",15,3
57,60,"Ncoa2-2","experimental","Ncoa3-2","experimental","57_60",23,2
58,60,"Ncoa2-3","experimental","Ncoa3-2","experimental","58_60",0,0
59,60,"Ncoa3-1","experimental","Ncoa3-2","experimental","59_60",21,3
60,60,"Ncoa3-2","experimental","Ncoa3-2","experimental","60_60",21,12
61,60,"Ncoa3-3","experimental","Ncoa3-2","experimental","61_60",13,8
62,60,"Nmu-1","negative","Ncoa3-2","experimental","62_60",26,5
63,60,"Nmu-2","negative","Ncoa3-2","experimental","63_60",13,8
64,60,"Opn4-1","negative","Ncoa3-2","experimental","64_60",13,5
65,60,"Opn4-2","negative","Ncoa3-2","experimental","65_60",27,8
66,60,"Rosa21-1","negative","Ncoa3-2","experimental","66_60",14,1
67,60,"Rosa26-2","negative","Ncoa3-2","experimental","67_60",27,9
68,60,"Rpa3-1","positive","Ncoa3-2","experimental","68_60",18,0
69,60,"Rpa3-2","positive","Ncoa3-2","experimental","69_60",33,3
70,60,"Rpa3-3","positive","Ncoa3-2","experimental","70_60",26,0
71,60,"Setd2-1","experimental","Ncoa3-2","experimental","71_60",25,0
72,60,"Setd2-2","experimental","Ncoa3-2","experimental","72_60",17,0
73,60,"Setd2-3","experimental","Ncoa3-2","experimental","73_60",23,0
74,60,"Setd5-1","experimental","Ncoa3-2","experimental","74_60",33,0
75,60,"Setd5-2","experimental","Ncoa3-2","experimental","75_60",11,0
76,60,"Setd5-3","experimental","Ncoa3-2","experimental","76_60",24,3
77,60,"Sirt1-1","experimental","Ncoa3-2","experimental","77_60",27,14
78,60,"Sirt1-2","experimental","Ncoa3-2","experimental","78_60",36,3
79,60,"Sirt1-3","experimental","Ncoa3-2","experimental","79_60",27,8
80,60,"Suv39h1-1","experimental","Ncoa3-2","experimental","80_60",31,1
81,60,"Suv39h1-2","experimental","Ncoa3-2","experimental","81_60",22,0
82,60,"Suv39h1-3","experimental","Ncoa3-2","experimental","82_60",26,3
83,60,"Suv420h1-1","experimental","Ncoa3-2","experimental","83_60",25,2
84,60,"Suv420h1-2","experimental","Ncoa3-2","experimental","84_60",24,0
